# 20240814T2003
sample	sex	population	supergroup	verkko_assembly_accession	datatype	filename	file_accession	project_accession	total_num_grt_0bp	total_length_grt_0bp	cov_xfold_grt_0bp_at_3Gbp	length_N50_grt_0bp	length_auN_grt_0bp	total_num_grt_100kbp	cov_xfold_grt_100kbp_at_3Gbp	length_N50_grt_100kbp	length_auN_grt_100kbp	total_num_grt_1Mbp	matched_name	match_quality	reuse_data
HG02554	male	ACB	AFR	ERZ24811371	ont	HG02554_20210825_UL_eee-prom1-2B-PAH61790_guppy-5.0.11-sup-prom_fastq_pass	ERR13491844	PRJEB77558	1816207	51109333221	17.0	75100	102394	118376	6.4	161774	192668	24	exact-match	exact-match	yes
HG02554	male	ACB	AFR	ERZ24811371	ont	HG02554_20211116_UL_eee-prom1-3B-PAI19455_guppy-5.0.11-sup-prom_fastq_pass	ERR13491845	PRJEB77558	50028	1169259106	0.4	136866	165337	3860	0.2	204374	233333	1	exact-match	exact-match	yes
HG02554	male	ACB	AFR	ERZ24811371	ont	HG02554_20211116_UL_eee-prom1-3D-PAI19205_guppy-5.0.11-sup-prom_fastq_pass	ERR13491846	PRJEB77558	778739	17673284158	5.9	136205	170391	57257	3.7	204546	243079	39	exact-match	exact-match	yes
HG02554	male	ACB	AFR	ERZ24811371	ont	HG02554_20211117_UL_eee-prom1-3B-PAI19455_guppy-5.0.11-sup-prom_fastq_pass	ERR13491847	PRJEB77558	36324	620644916	0.2	129570	158700	2009	0.1	195974	230512	1	exact-match	exact-match	yes
HG02554	male	ACB	AFR	ERZ24811371	ont	HG02554_20211117_UL_eee-prom1-3D-PAI19205_guppy-5.0.11-sup-prom_fastq_pass	ERR13491848	PRJEB77558	152425	4615507323	1.5	134798	162821	15985	1.0	191636	225333	9	exact-match	exact-match	yes
HG02554	male	ACB	AFR	ERZ24811371	ont	HG02554_20211130_UL_eee-prom1-1D-PAI18969_guppy-5.0.11-sup-prom_fastq_pass	ERR13491849	PRJEB77558	490383	15342889882	5.1	101892	123314	47304	2.6	167343	192652	5	exact-match	exact-match	yes
HG02554	male	ACB	AFR	ERZ24811371	ont	HG02554_20211202_UL_eee-prom1-1D-PAI18969_guppy-5.0.11-sup-prom_fastq_pass	ERR13491850	PRJEB77558	25059	914042166	0.3	101870	123361	2830	0.2	167078	191131	0	exact-match	exact-match	yes
HG02554	male	ACB	AFR	ERZ24811371	ont	HG02554_20211207_UL_eee-prom1-1E-PAI55647_guppy-5.0.11-sup-prom_fastq_pass	ERR13491851	PRJEB77558	569353	32461740428	10.8	154147	186991	107568	7.3	219088	253162	5	exact-match	exact-match	yes
HG02554	male	ACB	AFR	ERZ24811371	ont	all	(summary)	(summary)	14429489	245069322436	81.7	79599	110805	581560	32.6	168640	207710	129	all	(summary)	(summary)
HG02554	male	ACB	AFR	ERZ24811371	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
HG02587	female	GWD	AFR	ERZ24811359	hifi	all	(summary)	(summary)	6200680	120182131065	40.1	19606	20410	0	0.0	0	0	0	all	(summary)	(summary)
HG02587	female	GWD	AFR	ERZ24811359	hifi	m54329U_220331_234450.hifi_reads	ERR13110566	PRJEB75739	1925653	37162336791	12.4	19482	20288	0	0.0	0	0	0	exact-match	exact-match	yes
HG02587	female	GWD	AFR	ERZ24811359	hifi	m64076_220219_025128-bc1001.hifi_reads	ERR13110567	PRJEB75739	151448	2849025023	0.9	19119	19991	0	0.0	0	0	0	exact-match	exact-match	yes
HG02587	female	GWD	AFR	ERZ24811359	hifi	m64076_220219_025128-bc1002.hifi_reads	ERR13110568	PRJEB75739	497182	9687671151	3.2	19847	20737	0	0.0	0	0	0	exact-match	exact-match	yes
HG02587	female	GWD	AFR	ERZ24811359	hifi	m64076_220220_134423.hifi_reads	ERR13110569	PRJEB75739	50728	858784213	0.3	17567	18189	0	0.0	0	0	0	exact-match	exact-match	yes
HG02587	female	GWD	AFR	ERZ24811359	hifi	m64076_220327_030804.hifi_reads	ERR13110570	PRJEB75739	1740546	34252702200	11.4	19937	20685	0	0.0	0	0	0	exact-match	exact-match	yes
HG02587	female	GWD	AFR	ERZ24811359	hifi	m64076_220331_235118.hifi_reads	ERR13110571	PRJEB75739	1835123	35371611687	11.8	19454	20270	0	0.0	0	0	0	exact-match	exact-match	yes
HG02587	female	GWD	AFR	ERZ24811359	ont	20220920_HG02587_UL_eee-prom1-1D-PAM64430_guppy-5.0.11-sup-prom_fastq_pass	ERR13491852	PRJEB77558	463423	21893049914	7.3	110279	163824	59526	3.9	209838	262557	42	exact-match	exact-match	yes
HG02587	female	GWD	AFR	ERZ24811359	ont	20221004_HG02587_UL_eee-prom1-1B-PAM23321_guppy-5.0.11-sup-prom_fastq_pass	ERR13491853	PRJEB77558	235486	11315737525	3.8	132461	161906	38628	2.4	190813	225065	4	exact-match	exact-match	yes
HG02587	female	GWD	AFR	ERZ24811359	ont	20221004_HG02587_UL_eee-prom1-1C-PAM23141_guppy-5.0.11-sup-prom_fastq_pass	ERR13491854	PRJEB77558	118650	6763168504	2.3	120327	144570	22924	1.3	179156	205993	0	exact-match	exact-match	yes
HG02587	female	GWD	AFR	ERZ24811359	ont	20221011_HG02587_UL_eee-prom1-1D-PAM78114_guppy-5.0.11-sup-prom_fastq_pass	ERR13491855	PRJEB77558	273122	15416255363	5.1	149498	186156	52500	3.5	210122	249997	4	exact-match	exact-match	yes
HG02587	female	GWD	AFR	ERZ24811359	ont	20221011_HG02587_UL_eee-prom1-1E-PAM79160_guppy-5.0.11-sup-prom_fastq_pass	ERR13491856	PRJEB77558	136497	11716982983	3.9	165078	198962	42696	2.8	213097	251335	9	exact-match	exact-match	yes
HG02587	female	GWD	AFR	ERZ24811359	ont	20221012_HG02587_UL_eee-prom1-1H-PAM78285_guppy-5.0.11-sup-prom_fastq_pass	ERR13491857	PRJEB77558	145566	8384220341	2.8	117040	143891	27742	1.6	178246	208470	1	exact-match	exact-match	yes
HG02587	female	GWD	AFR	ERZ24811359	ont	20221013_HG02587_UL_eee-prom1-1D-PAM78114_guppy-5.0.11-sup-prom_fastq_pass	ERR13491858	PRJEB77558	41895	3019560819	1.0	137891	160737	11181	0.7	184974	212789	1	exact-match	exact-match	yes
HG02587	female	GWD	AFR	ERZ24811359	ont	20221013_HG02587_UL_eee-prom1-1E-PAM79160_guppy-5.0.11-sup-prom_fastq_pass	ERR13491859	PRJEB77558	26136	1882186539	0.6	137101	157434	7001	0.4	182455	208238	0	exact-match	exact-match	yes
HG02587	female	GWD	AFR	ERZ24811359	ont	20221013_HG02587_UL_eee-prom1-1H-PAM78285_guppy-5.0.11-sup-prom_fastq_pass	ERR13491860	PRJEB77558	189933	7963685102	2.7	92808	111512	23418	1.2	157353	178244	0	exact-match	exact-match	yes
HG02587	female	GWD	AFR	ERZ24811359	ont	20221018_HG02587_UL_eee-prom1-1C-PAM78364_guppy-5.0.11-sup-prom_fastq_pass	ERR13491861	PRJEB77558	175991	14485810212	4.8	167678	196360	52962	3.5	216891	246782	1	exact-match	exact-match	yes
HG02587	female	GWD	AFR	ERZ24811359	ont	20221025_HG02587_UL_eee-prom1-1B-PAM76612_guppy-5.0.11-sup-prom_fastq_pass	ERR13491862	PRJEB77558	206036	19939412484	6.6	168542	192503	76490	5.0	209130	236371	0	exact-match	exact-match	yes
HG02587	female	GWD	AFR	ERZ24811359	ont	20230207_HG02587_UL_eee-prom1-3B-PAG84362_guppy-5.0.11-sup-prom_fastq_pass	ERR13491863	PRJEB77558	753623	21997141382	7.3	120440	149064	74113	4.3	178164	215234	56	exact-match	exact-match	yes
HG02587	female	GWD	AFR	ERZ24811359	ont	all	(summary)	(summary)	2766358	144777211168	48.3	135443	168780	489181	30.6	196880	233982	118	all	(summary)	(summary)
HG02587	female	GWD	AFR	ERZ24811359	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
HG02666	male	GWD	AFR	ERZ24811378	hifi	JAX_HiFi_HG02666_m64039_210625_190927	ERR10966468	PRJEB58376	1677361	26205378020	8.7	15650	16531	0	0.0	0	0	0	exact-match	exact-match	yes
HG02666	male	GWD	AFR	ERZ24811378	hifi	JAX_HiFi_HG02666_m64039_210730_180618	ERR10966472	PRJEB58376	1919054	29706249965	9.9	15490	16424	0	0.0	0	0	0	exact-match	exact-match	yes
HG02666	male	GWD	AFR	ERZ24811378	hifi	JAX_HiFi_HG02666_m64119_210629_170837	ERR10966466	PRJEB58376	1571499	24818001037	8.3	15832	16732	0	0.0	0	0	0	exact-match	exact-match	yes
HG02666	male	GWD	AFR	ERZ24811378	hifi	JAX_HiFi_HG02666_m64119_210708_195851	ERR10966469	PRJEB58376	648260	9555187596	3.2	14716	15459	0	0.0	0	0	0	exact-match	exact-match	yes
HG02666	male	GWD	AFR	ERZ24811378	hifi	JAX_HiFi_HG02666_m64119_210721_205857	ERR10966471	PRJEB58376	1601233	24134871042	8.0	15102	15863	0	0.0	0	0	0	exact-match	exact-match	yes
HG02666	male	GWD	AFR	ERZ24811378	hifi	JAX_HiFi_HG02666_m64119_211010_035538	ERR10966470	PRJEB58376	2458621	38600111177	12.9	15736	16669	0	0.0	0	0	0	exact-match	exact-match	yes
HG02666	male	GWD	AFR	ERZ24811378	hifi	JAX_HiFi_HG02666_m64119_211014_041558	ERR10966467	PRJEB58376	2038674	31138152006	10.4	15275	16159	0	0.0	0	0	0	exact-match	exact-match	yes
HG02666	male	GWD	AFR	ERZ24811378	hifi	all	(summary)	(summary)	11914702	184157950843	61.4	15472	16364	0	0.0	0	0	0	all	(summary)	(summary)
HG02666	male	GWD	AFR	ERZ24811378	ont	20210608_210526_21-lee-006_PCT0053_2-E9-H9_guppy-5.0.11-sup-prom_fastq_pass	ERR11028100	PRJEB58376	1123313	81896413642	27.3	154892	173929	307344	19.3	199060	222517	6	exact-match	exact-match	yes
HG02666	male	GWD	AFR	ERZ24811378	ont	20210727_210713_21-lee-006_PCT0053_2-A11-D11_guppy-5.0.11-sup-prom_fastq_pass	ERR11028110	PRJEB58376	1428104	102538100112	34.2	146923	166503	379610	23.3	193846	217342	1	exact-match	exact-match	yes
HG02666	male	GWD	AFR	ERZ24811378	ont	all	(summary)	(summary)	2551417	184434513754	61.5	150436	169800	686954	42.6	196182	219684	7	all	(summary)	(summary)
HG02666	male	GWD	AFR	ERZ24811378	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
HG02769	female	GWD	AFR	ERZ24811388	hifi	all	(summary)	(summary)	6547443	118918474307	39.6	18573	19117	0	0.0	0	0	0	all	(summary)	(summary)
HG02769	female	GWD	AFR	ERZ24811388	hifi	m54329U_210122_200631.ccs	ERR13491864	PRJEB77558	1688381	30537421984	10.2	18480	19031	0	0.0	0	0	0	m54329U_210122_200631.Q20	fuzzy-match	yes
HG02769	female	GWD	AFR	ERZ24811388	hifi	m54329U_210125_180102.ccs	ERR13491865	PRJEB77558	1592996	29343031529	9.8	18882	19388	0	0.0	0	0	0	m54329U_210125_180102.Q20	fuzzy-match	yes
HG02769	female	GWD	AFR	ERZ24811388	hifi	m54329U_210127_001445.ccs	ERR13491866	PRJEB77558	1441414	26365212023	8.8	18732	19251	0	0.0	0	0	0	m54329U_210127_001445.Q20	fuzzy-match	yes
HG02769	female	GWD	AFR	ERZ24811388	hifi	m54329U_210221_195419.ccs	ERR13491867	PRJEB77558	1824652	32672808771	10.9	18257	18846	0	0.0	0	0	0	m54329U_210221_195419.Q20	fuzzy-match	yes
HG02769	female	GWD	AFR	ERZ24811388	ont	20220315_HG02769_UL_eee-prom1-2F-PAK03888_guppy-5.0.11-sup-prom_fastq_pass	ERR13491868	PRJEB77558	322694	19700360389	6.6	136036	167279	67746	4.2	194669	230070	20	exact-match	exact-match	yes
HG02769	female	GWD	AFR	ERZ24811388	ont	HG02769_20210825_UL_eee-prom1-2C-PAH62122_guppy-5.0.11-sup-prom_fastq_pass	ERR13491869	PRJEB77558	280878	14364866589	4.8	130051	160297	48274	3.0	192226	225263	1	exact-match	exact-match	yes
HG02769	female	GWD	AFR	ERZ24811388	ont	HG02769_20210826_UL_eee-prom1-2C-PAH62122_guppy-5.0.11-sup-prom_fastq_pass	ERR13491870	PRJEB77558	356058	22975324830	7.7	121447	140032	84125	4.7	168751	191676	1	exact-match	exact-match	yes
HG02769	female	GWD	AFR	ERZ24811388	ont	HG02769_20210831_UL_eee-prom1-3B-PAH61842_guppy-5.0.11-sup-prom_fastq_pass	ERR13491871	PRJEB77558	193529	6099520228	2.0	148378	198917	20547	1.4	209189	271078	59	exact-match	exact-match	yes
HG02769	female	GWD	AFR	ERZ24811388	ont	HG02769_20210901_UL_eee-prom1-2B-PAH61842_guppy-5.0.11-sup-prom_fastq_pass	ERR13491872	PRJEB77558	3611	136927229	0.0	118208	139333	464	0.0	175297	200573	0	exact-match	exact-match	yes
HG02769	female	GWD	AFR	ERZ24811388	ont	HG02769_20210901_UL_eee-prom1-3B-PAH61842_guppy-5.0.11-sup-prom_fastq_pass	ERR13491873	PRJEB77558	1852	37673220	0.0	111963	130667	125	0.0	166182	196197	0	exact-match	exact-match	yes
HG02769	female	GWD	AFR	ERZ24811388	ont	HG02769_20210901_UL_eee-prom1-3F-PAH61842_guppy-5.0.11-sup-prom_fastq_pass	ERR13491874	PRJEB77558	3332	116791878	0.0	121789	141042	392	0.0	179970	203333	0	exact-match	exact-match	yes
HG02769	female	GWD	AFR	ERZ24811388	ont	HG02769_20210902_UL_eee-prom1-3H-PAH34317_guppy-5.0.11-sup-prom_fastq_pass	ERR13491875	PRJEB77558	309	10968357	0.0	105731	121297	38	0.0	149084	178327	0	exact-match	exact-match	yes
HG02769	female	GWD	AFR	ERZ24811388	ont	HG02769_20210915_UL_eee-prom1-3B-PAH79896_guppy-5.0.11-sup-prom_fastq_pass	ERR13491876	PRJEB77558	213	283075	0.0	15033	22031	0	0.0	0	0	0	exact-match	exact-match	yes
HG02769	female	GWD	AFR	ERZ24811388	ont	HG02769_20210922_UL_eee-prom1-2C-PAH79896_guppy-5.0.11-sup-prom_fastq_pass	ERR13491877	PRJEB77558	6740	183800727	0.1	77670	99494	446	0.0	154810	180993	0	exact-match	exact-match	yes
HG02769	female	GWD	AFR	ERZ24811388	ont	HG02769_20211102_UL_eee-prom1-1C-PAI18970-2_guppy-5.0.11-sup-prom_fastq_pass	ERR13491878	PRJEB77558	50203	2181438775	0.7	116221	154938	6725	0.4	189140	232963	2	exact-match	exact-match	yes
HG02769	female	GWD	AFR	ERZ24811388	ont	HG02769_20211102_UL_eee-prom1-1C-PAI18970_guppy-5.0.11-sup-prom_fastq_pass	ERR13491879	PRJEB77558	14227	425185695	0.1	113626	143595	1310	0.1	185191	218364	0	exact-match	exact-match	yes
HG02769	female	GWD	AFR	ERZ24811388	ont	HG02769_20211103_UL_eee-prom1-1C-PAI18970_guppy-5.0.11-sup-prom_fastq_pass	ERR13491880	PRJEB77558	38843	1625956854	0.5	95916	125760	4599	0.3	172192	205418	1	exact-match	exact-match	yes
HG02769	female	GWD	AFR	ERZ24811388	ont	HG02769_20211104_UL_eee-prom1-1C-PAI18970_guppy-5.0.11-sup-prom_fastq_pass	ERR13491881	PRJEB77558	58695	2142451393	0.7	99529	124127	6443	0.4	167139	195673	0	exact-match	exact-match	yes
HG02769	female	GWD	AFR	ERZ24811388	ont	HG02769_20211116_UL_eee-prom1-3A-PAI18834_guppy-5.0.11-sup-prom_fastq_pass	ERR13491882	PRJEB77558	122506	2971111262	1.0	100227	124903	8712	0.5	175189	200599	0	exact-match	exact-match	yes
HG02769	female	GWD	AFR	ERZ24811388	ont	HG02769_20211117_UL_eee-prom1-3A-PAI18834-2_guppy-5.0.11-sup-prom_fastq_pass	ERR13491883	PRJEB77558	5770	245374067	0.1	106832	133051	763	0.0	175188	202563	0	exact-match	exact-match	yes
HG02769	female	GWD	AFR	ERZ24811388	ont	HG02769_20211117_UL_eee-prom1-3A-PAI18834_guppy-5.0.11-sup-prom_fastq_pass	ERR13491884	PRJEB77558	564	16629342	0.0	108571	142637	50	0.0	200103	218314	0	exact-match	exact-match	yes
HG02769	female	GWD	AFR	ERZ24811388	ont	HG02769_20211130_UL_eee-prom1-1B-PAI20069_guppy-5.0.11-sup-prom_fastq_pass	ERR13491885	PRJEB77558	246182	9095339951	3.0	98526	118176	27670	1.5	164037	186182	0	exact-match	exact-match	yes
HG02769	female	GWD	AFR	ERZ24811388	ont	HG02769_20211201_UL_eee-prom1-1F-PAI20069_guppy-5.0.11-sup-prom_fastq_pass	ERR13491886	PRJEB77558	186677	6894663338	2.3	88020	105835	19382	1.0	154942	175488	0	exact-match	exact-match	yes
HG02769	female	GWD	AFR	ERZ24811388	ont	HG02769_20211202_UL_eee-prom1-1F-PAI20069_guppy-5.0.11-sup-prom_fastq_pass	ERR13491887	PRJEB77558	12832	451022309	0.2	83035	100131	1217	0.1	151932	170866	0	exact-match	exact-match	yes
HG02769	female	GWD	AFR	ERZ24811388	ont	HG02769_20211208_UL_eee-prom1-1F-PAI74941_guppy-5.0.11-sup-prom_fastq_pass	ERR13491888	PRJEB77558	345185	10273186542	3.4	102918	139206	27903	1.7	196797	231711	2	exact-match	exact-match	yes
HG02769	female	GWD	AFR	ERZ24811388	ont	HG02769_20211220_UL_eee-prom1-1H-PAJ08316_guppy-5.0.11-sup-prom_fastq_pass	ERR13491889	PRJEB77558	210475	9917794726	3.3	140411	171584	33320	2.1	202753	237340	3	exact-match	exact-match	yes
HG02769	female	GWD	AFR	ERZ24811388	ont	HG02769_20211227_UL_eee-prom1-3A-PAJ09630_guppy-5.0.11-sup-prom_fastq_pass	ERR13491890	PRJEB77558	315667	20220564429	6.7	152375	184379	70277	4.6	208247	244879	12	exact-match	exact-match	yes
HG02769	female	GWD	AFR	ERZ24811388	ont	HG02769_20220104_UL_eee-prom1-1A-PAK51816_guppy-5.0.11-sup-prom_fastq_pass	ERR13491891	PRJEB77558	329681	27231605189	9.1	180506	221035	94343	6.7	235746	278235	24	exact-match	exact-match	yes
HG02769	female	GWD	AFR	ERZ24811388	ont	HG02769_20220118_UL_eee-prom1-2A-PAH79896_guppy-5.0.11-sup-prom_fastq_pass	ERR13491892	PRJEB77558	3349	217600363	0.1	144244	177653	781	0.0	194104	235624	0	exact-match	exact-match	yes
HG02769	female	GWD	AFR	ERZ24811388	ont	all	(summary)	(summary)	3110072	157536440757	52.5	131833	165879	525652	32.7	194536	233506	125	all	(summary)	(summary)
HG02769	female	GWD	AFR	ERZ24811388	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
HG02818	female	GWD	AFR	ERZ24811373	hifi	HG02818_m64043_200209_061852.SRR14611219.lib1	SRR14611219	PRJNA731524	435505	7555001835	2.5	17070	17836	0	0.0	0	0	0	m64043_200206_173947.ccs	manual-fix	yes
HG02818	female	GWD	AFR	ERZ24811373	hifi	HG02818_m64043_200314_004623.SRR14611218.lib2	SRR14611218	PRJNA731524	1516910	25473502630	8.5	16770	17155	0	0.0	0	0	0	m64043_200314_004623.ccs	fuzzy-match	yes
HG02818	female	GWD	AFR	ERZ24811373	hifi	HG02818_m64043_200315_071057.SRR14611217.lib3	SRR14611217	PRJNA731524	1673498	24614236086	8.2	14638	15242	0	0.0	0	0	0	m64043_200315_071057.ccs	fuzzy-match	yes
HG02818	female	GWD	AFR	ERZ24811373	hifi	HG02818_m64043_200318_040100.SRR14611216.lib4	SRR14611216	PRJNA731524	846699	14984547705	5.0	17776	18012	0	0.0	0	0	0	m64043_200318_040100.ccs	fuzzy-match	yes
HG02818	female	GWD	AFR	ERZ24811373	hifi	all	(summary)	(summary)	6904855	114109314805	38.0	16750	17013	0	0.0	0	0	0	all	(summary)	(summary)
HG02818	female	GWD	AFR	ERZ24811373	hifi	m64043_200206_173947.ccs	SRR14611219	PRJNA731524	403216	7031229261	2.3	17161	17931	0	0.0	0	0	0	exact-match	exact-match	yes
HG02818	female	GWD	AFR	ERZ24811373	hifi	m64043_200207_235213.ccs	SRR14611219	PRJNA731524	444674	7711992371	2.6	17074	17825	0	0.0	0	0	0	m64043_200206_173947.ccs	manual-fix	yes
HG02818	female	GWD	AFR	ERZ24811373	hifi	m64043_200316_214923.ccs	SRR12026559	PRJNA339722	1584353	26738804917	8.9	16846	17242	0	0.0	0	0	0	m64043_200316_214923.subreads	fuzzy-match	yes
HG02818	female	GWD	AFR	ERZ24811373	ont	HG02818_20210713_UL_eee-prom1-2B-PAH36289_guppy-5.0.11-sup-prom_fastq_pass	ERR13491893	PRJEB77558	733236	21393333220	7.1	99145	140979	58873	3.5	184291	234139	58	exact-match	exact-match	yes
HG02818	female	GWD	AFR	ERZ24811373	ont	HG02818_20210810_UL_eee-prom1-2C-PAH40179_guppy-5.0.11-sup-prom_fastq_pass	ERR13491894	PRJEB77558	565374	40141013786	13.4	130670	149062	147853	8.5	179252	200178	2	exact-match	exact-match	yes
HG02818	female	GWD	AFR	ERZ24811373	ont	HG02818_20210908_UL_eee-prom1-2E-PAH61807_guppy-5.0.11-sup-prom_fastq_pass	ERR13491895	PRJEB77558	3880679	46829154445	15.6	74551	113734	105229	6.2	181373	224221	57	exact-match	exact-match	yes
HG02818	female	GWD	AFR	ERZ24811373	ont	HG02818_20211109_UL_eee-prom1-1C-PAI19866_guppy-5.0.11-sup-prom_fastq_pass	ERR13491896	PRJEB77558	1348717	37951467329	12.7	91313	121610	103001	5.8	171230	207393	27	exact-match	exact-match	yes
HG02818	female	GWD	AFR	ERZ24811373	ont	HG02818_20211109_UL_eee-prom1-1D-PAI18279_guppy-5.0.11-sup-prom_fastq_pass	ERR13491897	PRJEB77558	697387	25077964736	8.4	119761	158451	79772	4.8	187047	235805	95	exact-match	exact-match	yes
HG02818	female	GWD	AFR	ERZ24811373	ont	HG02818_20211110_UL_eee-prom1-2A-PAI18607_guppy-5.0.11-sup-prom_fastq_pass	ERR13491898	PRJEB77558	507611	22007068734	7.3	154111	190385	73527	4.9	216092	258084	70	exact-match	exact-match	yes
HG02818	female	GWD	AFR	ERZ24811373	ont	all	(summary)	(summary)	7733004	193400002250	64.5	106566	140146	568255	33.9	184274	222900	309	all	(summary)	(summary)
HG02818	female	GWD	AFR	ERZ24811373	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
HG02953	male	ESN	AFR	ERZ24811384	hifi	all	(summary)	(summary)	6784880	119466016718	39.8	17840	18328	0	0.0	0	0	0	all	(summary)	(summary)
HG02953	male	ESN	AFR	ERZ24811384	hifi	m64076_210425_010557.hifi_reads	ERR10966427	PRJEB58376	1731295	30663509801	10.2	17963	18436	0	0.0	0	0	0	exact-match	exact-match	yes
HG02953	male	ESN	AFR	ERZ24811384	hifi	m64076_210426_220753.hifi_reads	ERR10966429	PRJEB58376	1807531	31605398156	10.5	17690	18198	0	0.0	0	0	0	exact-match	exact-match	yes
HG02953	male	ESN	AFR	ERZ24811384	hifi	m64076_210428_040717.hifi_reads	ERR10966426	PRJEB58376	1656285	28891814664	9.6	17644	18155	0	0.0	0	0	0	exact-match	exact-match	yes
HG02953	male	ESN	AFR	ERZ24811384	hifi	m64076_210429_101918.hifi_reads	ERR10966428	PRJEB58376	1589769	28305294097	9.4	18080	18535	0	0.0	0	0	0	exact-match	exact-match	yes
HG02953	male	ESN	AFR	ERZ24811384	ont	HG02953_20210713_UL_eee-prom1-2E-PAH32423_guppy-5.0.11-sup-prom_fastq_pass	SRR25038235	PRJNA988114	22731	1016660172	0.3	112573	131066	3411	0.2	169675	191140	0	exact-match	exact-match	yes
HG02953	male	ESN	AFR	ERZ24811384	ont	HG02953_20210714_UL_eee-prom1-2E-PAH32423_guppy-5.0.11-sup-prom_fastq_pass	ERR13491899	PRJEB77558	147386	5634913892	1.9	110425	128740	18652	1.0	170210	189213	0	exact-match	exact-match	yes
HG02953	male	ESN	AFR	ERZ24811384	ont	HG02953_20210803_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass	ERR13491900	PRJEB77558	314296	7859913591	2.6	86545	123820	19967	1.1	171906	220345	21	exact-match	exact-match	yes
HG02953	male	ESN	AFR	ERZ24811384	ont	HG02953_20210804_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass	ERR13491901	PRJEB77558	59927	1373908962	0.5	77122	103578	3309	0.2	157236	191783	0	exact-match	exact-match	yes
HG02953	male	ESN	AFR	ERZ24811384	ont	HG02953_20210805_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass	ERR13491902	PRJEB77558	20941	538135197	0.2	72362	95489	1202	0.1	151738	183964	0	exact-match	exact-match	yes
HG02953	male	ESN	AFR	ERZ24811384	ont	HG02953_20210825_UL_eee-prom1-2D-PAH61768_guppy-5.0.11-sup-prom_fastq_pass	ERR13491903	PRJEB77558	1137600	59173064077	19.7	107938	134321	188036	10.6	172269	200903	2	exact-match	exact-match	yes
HG02953	male	ESN	AFR	ERZ24811384	ont	HG02953_20210831_UL_eee-prom1-3A-PAH61836_guppy-5.0.11-sup-prom_fastq_pass	ERR13491904	PRJEB77558	742616	40394536418	13.5	133958	171086	132382	8.4	201322	240296	11	exact-match	exact-match	yes
HG02953	male	ESN	AFR	ERZ24811384	ont	HG02953_20211102_UL_eee-prom1-1D-PAI20036_guppy-5.0.11-sup-prom_fastq_pass	ERR13491905	PRJEB77558	1866829	39549900671	13.2	82450	110804	99613	5.5	164735	200087	23	exact-match	exact-match	yes
HG02953	male	ESN	AFR	ERZ24811384	ont	HG02953_20211103_UL_eee-prom1-1G-PAI18578_guppy-5.0.11-sup-prom_fastq_pass	ERR13491906	PRJEB77558	1076238	23889763999	8.0	95870	126044	67604	3.8	170966	209763	21	exact-match	exact-match	yes
HG02953	male	ESN	AFR	ERZ24811384	ont	all	(summary)	(summary)	5388564	179430796979	59.8	103972	135307	534176	31.0	177032	212759	78	all	(summary)	(summary)
HG02953	male	ESN	AFR	ERZ24811384	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
HG03009	male	BEB	SAS	ERZ24811754	hifi	JAX_HiFi_HG03009_m64039_220126_024139	ERR10966483	PRJEB58376	2688836	41536740986	13.8	15693	16641	0	0.0	0	0	0	exact-match	exact-match	yes
HG03009	male	BEB	SAS	ERZ24811754	hifi	JAX_HiFi_HG03009_m64119_220119_065557	ERR10966481	PRJEB58376	2709608	41625561858	13.9	15583	16538	0	0.0	0	0	0	exact-match	exact-match	yes
HG03009	male	BEB	SAS	ERZ24811754	hifi	JAX_HiFi_HG03009_m64119_220126_013959	ERR10966482	PRJEB58376	2560276	39490937833	13.2	15647	16605	0	0.0	0	0	0	exact-match	exact-match	yes
HG03009	male	BEB	SAS	ERZ24811754	hifi	all	(summary)	(summary)	7958720	122653240677	40.9	15641	16595	0	0.0	0	0	0	all	(summary)	(summary)
HG03009	male	BEB	SAS	ERZ24811754	ont	20220223_220216_21-lee-006_PC24B149_1G_guppy-5.0.11-sup-prom_fastq_pass	ERR11028142	PRJEB58376	748358	49547872178	16.5	148581	184608	168551	11.1	210641	247999	14	exact-match	exact-match	yes
HG03009	male	BEB	SAS	ERZ24811754	ont	20220226_220223_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass	ERR11028116	PRJEB58376	506563	26447818108	8.8	121182	152122	86010	5.2	186703	220573	2	exact-match	exact-match	yes
