chrom	chromStart	chromEnd	name	strand	thickStart	thickEnd	name2	geneName	geneName2
chr6	137446401	137477958	NM_001386695.1	-	137449211	137467974	BCLAF1	NM_001386695.1	BCLAF1
chr6	137446401	137477958	NM_001386696.1	-	137449211	137467974	BCLAF1	NM_001386696.1	BCLAF1
chr6	137446401	137477958	NM_001386697.1	-	137449211	137467974	BCLAF1	NM_001386697.1	BCLAF1
chr6	137446401	137477958	NM_001386698.1	-	137449211	137467974	BCLAF1	NM_001386698.1	BCLAF1
chr6	137446401	137477958	NM_001386699.1	-	137449211	137467974	BCLAF1	NM_001386699.1	BCLAF1
chr6	137446401	137477958	NM_001386700.1	-	137449211	137467974	BCLAF1	NM_001386700.1	BCLAF1
chr6	137446401	137477958	NM_001386701.1	-	137449211	137467974	BCLAF1	NM_001386701.1	BCLAF1
chr6	137446401	137477958	NM_001386702.1	-	137449211	137467974	BCLAF1	NM_001386702.1	BCLAF1
chr6	137446401	137477958	NM_001386703.1	-	137449211	137467974	BCLAF1	NM_001386703.1	BCLAF1
chr6	137446401	137477958	NM_001386704.1	-	137449211	137467974	BCLAF1	NM_001386704.1	BCLAF1
chr6	137530866	137655076	NM_001198615.3	-	137532360	137654980	MAP7	NM_001198615.3	MAP7
chr6	137530866	137714773	NM_001198608.3	-	137532360	137714155	MAP7	NM_001198608.3	MAP7
chr6	137530866	137714773	NM_001198609.2	-	137532360	137714155	MAP7	NM_001198609.2	MAP7
chr6	137530866	137714773	NM_001198611.3	-	137532360	137714155	MAP7	NM_001198611.3	MAP7
chr6	137530866	137714773	NM_001198614.2	-	137532360	137714155	MAP7	NM_001198614.2	MAP7
chr6	137530866	137714773	NM_001198618.2	-	137532360	137576632	MAP7	NM_001198618.2	MAP7
chr6	137530866	137714773	NM_001388328.1	-	137532360	137714155	MAP7	NM_001388328.1	MAP7
chr6	137530866	137714773	NM_001388329.1	-	137532360	137714155	MAP7	NM_001388329.1	MAP7
chr6	137530866	137714773	NM_001388331.1	-	137532360	137714155	MAP7	NM_001388331.1	MAP7
chr6	137530866	137714773	NM_001388333.1	-	137532360	137714155	MAP7	NM_001388333.1	MAP7
chr6	137530866	137714773	NM_001388336.1	-	137532360	137714155	MAP7	NM_001388336.1	MAP7
chr6	137530866	137714773	NM_001388338.1	-	137532360	137714155	MAP7	NM_001388338.1	MAP7
chr6	137530866	137714773	NM_001388340.1	-	137532360	137714155	MAP7	NM_001388340.1	MAP7
chr6	137530866	137714773	NM_001388341.1	-	137532360	137714155	MAP7	NM_001388341.1	MAP7
chr6	137530866	137714773	NM_001388343.1	-	137532360	137714155	MAP7	NM_001388343.1	MAP7
chr6	137530866	137714773	NM_001388344.1	-	137532360	137714155	MAP7	NM_001388344.1	MAP7
chr6	137530866	137714773	NM_001388345.1	-	137532360	137714155	MAP7	NM_001388345.1	MAP7
chr6	137530866	137714773	NM_001388346.1	-	137532360	137714155	MAP7	NM_001388346.1	MAP7
chr6	137530866	137714773	NM_001388348.1	-	137532360	137576632	MAP7	NM_001388348.1	MAP7
chr6	137530866	137714773	NM_001388350.1	-	137532360	137576632	MAP7	NM_001388350.1	MAP7
chr6	137530866	137714773	NM_001388353.1	-	137532360	137714155	MAP7	NM_001388353.1	MAP7
chr6	137530866	137715335	NM_001198619.2	-	137532360	137576632	MAP7	NM_001198619.2	MAP7
chr6	137530866	137715335	NM_001388330.1	-	137532360	137714155	MAP7	NM_001388330.1	MAP7
chr6	137530866	137715335	NM_001388332.1	-	137532360	137714155	MAP7	NM_001388332.1	MAP7
chr6	137530866	137715335	NM_001388337.1	-	137532360	137714155	MAP7	NM_001388337.1	MAP7
chr6	137530866	137715335	NM_001388349.1	-	137532360	137576632	MAP7	NM_001388349.1	MAP7
chr6	137530866	137715335	NM_001388351.1	-	137532360	137576632	MAP7	NM_001388351.1	MAP7
chr6	137530866	137738614	NM_001198616.3	-	137532360	137738600	MAP7	NM_001198616.3	MAP7
chr6	137530866	137738614	NM_001198617.3	-	137532360	137738600	MAP7	NM_001198617.3	MAP7
chr6	137530866	137738614	NM_001388334.1	-	137532360	137738600	MAP7	NM_001388334.1	MAP7
chr6	137530866	137738614	NM_001388335.1	-	137532360	137738600	MAP7	NM_001388335.1	MAP7
chr6	137530866	137738614	NM_001388339.1	-	137532360	137738600	MAP7	NM_001388339.1	MAP7
chr6	137530866	137738614	NM_001388342.1	-	137532360	137738600	MAP7	NM_001388342.1	MAP7
chr6	137530866	137738614	NM_001388347.1	-	137532360	137738600	MAP7	NM_001388347.1	MAP7
chr6	137530866	137738614	NM_001388352.1	-	137532360	137738600	MAP7	NM_001388352.1	MAP7
chr6	137530866	137738614	NM_003980.6	-	137532360	137738600	MAP7	NM_003980.6	MAP7
chr6	137745239	137980658	NM_005923.4	-	137745951	137980338	MAP3K5	NM_005923.4	MAP3K5
chr6	138010772	138102113	NM_000288.4	+	138010846	138101705	PEX7	NM_000288.4	PEX7
chr6	138011078	138102113	NM_001410945.1	+	138011544	138101705	PEX7	NM_001410945.1	PEX7
chr6	138110479	138113839	NM_001008783.3	+	138110607	138112875	SLC35D3	NM_001008783.3	SLC35D3
chr6	138187752	138232055	NM_001278722.2	-	138189339	138204816	IL20RA	NM_001278722.2	IL20RA
chr6	138187752	138232746	NM_001278723.3	-	138189339	138204809	IL20RA	NM_001278723.3	IL20RA
chr6	138187752	138232746	NM_001278724.4	-	138189339	138204809	IL20RA	NM_001278724.4	IL20RA
chr6	138187752	138232746	NM_014432.4	-	138189339	138232509	IL20RA	NM_014432.4	IL20RA
chr6	138332179	138362006	NM_052962.3	-	138333983	138350111	IL22RA2	NM_052962.3	IL22RA2
chr6	138332179	138362006	NM_181309.2	-	138333983	138350111	IL22RA2	NM_181309.2	IL22RA2
chr6	138332179	138362006	NM_181310.2	-	138334116	138350111	IL22RA2	NM_181310.2	IL22RA2
chr6	138385846	138407689	NM_001363526.1	-	138386393	138403814	IFNGR1	NM_001363526.1	IFNGR1
chr6	138385846	138407689	NM_001363527.1	-	138386393	138395532	IFNGR1	NM_001363527.1	IFNGR1
chr6	138385847	138407878	NM_000416.3	-	138386393	138407820	IFNGR1	NM_000416.3	IFNGR1
chr6	138680644	138682841	NM_175747.2	-	138681797	138682616	OLIG3	NM_175747.2	OLIG3
chr6	139055679	139071725	NM_001270507.2	+	139059644	139069732	TNFAIP3	NM_001270507.2	TNFAIP3
chr6	139055679	139071725	NM_001270508.2	+	139059644	139069732	TNFAIP3	NM_001270508.2	TNFAIP3
chr6	139055679	139071725	NM_006290.4	+	139059644	139069732	TNFAIP3	NM_006290.4	TNFAIP3
chr6	139276971	139295905	NM_022121.5	-	139280509	139295826	PERP	NM_022121.5	PERP
chr6	139350429	139533149	NM_020340.5	+	139350577	139524972	ARFGEF3	NM_020340.5	ARFGEF3
chr6	139404451	139406958	NM_021635.3	-	139406453	139406862	PBOV1	NM_021635.3	PBOV1
chr6	139566387	139571971	NM_001368163.3	+	139566555	139571331	SMIM28	NM_001368163.3	SMIM28
chr6	139592014	139610681	NM_001326380.2	+	139592047	139601562	HEBP2	NM_001326380.2	HEBP2
chr6	139592706	139610681	NM_001326381.2	+	139592979	139601413	HEBP2	NM_001326381.2	HEBP2
chr6	139592706	139610681	NM_014320.3	+	139592979	139601562	HEBP2	NM_014320.3	HEBP2
chr6	139610526	139688012	NM_001144060.2	-	139612565	139687808	NHSL1	NM_001144060.2	NHSL1
chr6	139610526	139761075	NM_020464.2	-	139612565	139760417	NHSL1	NM_020464.2	NHSL1
chr6	139962306	139971693	NM_001379071.1	+	139964658	139970882	CCDC28A	NM_001379071.1	CCDC28A
chr6	139962306	139981863	NM_015439.3	+	139964658	139981347	CCDC28A	NM_015439.3	CCDC28A
chr6	139984634	140092615	NM_001077706.3	+	140001829	140091172	ECT2L	NM_001077706.3	ECT2L
chr6	139984658	140092615	NM_001195037.2	+	140001829	140091172	ECT2L	NM_001195037.2	ECT2L
chr6	140092037	140176789	NM_001128617.3	-	140093608	140176218	REPS1	NM_001128617.3	REPS1
chr6	140092037	140176789	NM_001286611.2	-	140093608	140176218	REPS1	NM_001286611.2	REPS1
chr6	140092037	140176789	NM_001286612.2	-	140093608	140176218	REPS1	NM_001286612.2	REPS1
chr6	140092037	140176789	NM_031922.5	-	140093608	140176218	REPS1	NM_031922.5	REPS1
chr6	140217273	140231830	NM_021243.3	+	140222688	140231431	ABRACL	NM_021243.3	ABRACL
chr6	140323624	140369329	NM_016217.3	+	140323941	140365634	HECA	NM_016217.3	HECA
chr6	140428556	140475956	NM_153235.4	-	140431018	140472862	TXLNB	NM_153235.4	TXLNB
chr6	140555710	140558114	NM_001168389.3	-	140557032	140558039	CITED2	NM_001168389.3	CITED2
chr6	140555710	140558263	NM_001168388.3	-	140557032	140557845	CITED2	NM_001168388.3	CITED2
chr6	140555710	140558549	NM_006079.5	-	140557032	140557845	CITED2	NM_006079.5	CITED2
chr6	143260408	143339214	NM_001324307.2	-	143261572	143264806	NMBR	NM_001324307.2	NMBR
chr6	143260408	143339214	NM_001324308.2	-	143261572	143264806	NMBR	NM_001324308.2	NMBR
chr6	143260408	143339214	NM_002511.4	-	143261572	143274583	NMBR	NM_002511.4	NMBR
chr6	143325014	143327448	NM_001358410.2	+	143325248	143327012	GJE1	NM_001358410.2	GJE1
chr6	143339354	143416853	NM_001286371.2	+	143339379	143410678	VTA1	NM_001286371.2	VTA1
chr6	143339354	143416853	NM_001286372.2	+	143339458	143410678	VTA1	NM_001286372.2	VTA1
chr6	143339354	143416853	NM_016485.5	+	143339379	143410678	VTA1	NM_016485.5	VTA1
chr6	143494207	143638629	NM_001032394.3	+	143494530	143635750	ADGRG6	NM_001032394.3	ADGRG6
chr6	143494207	143638629	NM_001032395.3	+	143494530	143635883	ADGRG6	NM_001032395.3	ADGRG6
chr6	143494207	143638629	NM_020455.6	+	143494530	143635750	ADGRG6	NM_020455.6	ADGRG6
chr6	143494207	143638629	NM_198569.3	+	143494530	143635883	ADGRG6	NM_198569.3	ADGRG6
chr6	143943828	144137571	NM_006734.4	-	143945466	143967082	HIVEP2	NM_006734.4	HIVEP2
chr6	144251636	144533449	NM_001286587.2	+	144253379	144532067	AIG1	NM_001286587.2	AIG1
chr6	144252886	144254019	NM_001366362.1	+	144253068	144253640	AIG1	NM_001366362.1	AIG1
chr6	144252886	144383012	NM_001366359.2	+	144253068	144380059	AIG1	NM_001366359.2	AIG1
chr6	144252886	144533449	NM_001366345.1	+	144253068	144532067	AIG1	NM_001366345.1	AIG1
chr6	144252886	144533449	NM_001366351.1	+	144253068	144532067	AIG1	NM_001366351.1	AIG1
chr6	144252886	144533449	NM_001366352.1	+	144253068	144532057	AIG1	NM_001366352.1	AIG1
chr6	144253312	144254019	NM_001366363.1	+	144253349	144253640	AIG1	NM_001366363.1	AIG1
chr6	144253312	144383012	NM_001286588.2	+	144253349	144379809	AIG1	NM_001286588.2	AIG1
chr6	144253312	144383012	NM_001286589.2	+	144253349	144380059	AIG1	NM_001286589.2	AIG1
chr6	144253312	144383012	NM_001366356.2	+	144253349	144380059	AIG1	NM_001366356.2	AIG1
chr6	144253312	144500908	NM_001366357.1	+	144253349	144500553	AIG1	NM_001366357.1	AIG1
chr6	144253312	144532695	NM_001363721.2	+	144253349	144530385	AIG1	NM_001363721.2	AIG1
chr6	144253312	144532695	NM_001366349.2	+	144253349	144527482	AIG1	NM_001366349.2	AIG1
chr6	144253312	144533449	NM_001366344.1	+	144253349	144532067	AIG1	NM_001366344.1	AIG1
chr6	144253312	144533449	NM_001366347.1	+	144253349	144527482	AIG1	NM_001366347.1	AIG1
chr6	144253312	144533449	NM_001366348.1	+	144253349	144532067	AIG1	NM_001366348.1	AIG1
chr6	144253312	144533449	NM_001366350.1	+	144253349	144532067	AIG1	NM_001366350.1	AIG1
chr6	144253312	144533449	NM_001366353.1	+	144253349	144532067	AIG1	NM_001366353.1	AIG1
chr6	144253312	144533449	NM_001366354.1	+	144253349	144532057	AIG1	NM_001366354.1	AIG1
chr6	144253312	144533449	NM_001366355.1	+	144253349	144532067	AIG1	NM_001366355.1	AIG1
chr6	144253312	144533449	NM_016108.4	+	144253349	144532067	AIG1	NM_016108.4	AIG1
chr6	144253312	144536274	NM_001366346.1	+	144253349	144535036	AIG1	NM_001366346.1	AIG1
chr6	144318555	144533449	NM_001366358.1	+	144329374	144532067	AIG1	NM_001366358.1	AIG1
chr6	144357199	144533449	NM_001366361.1	+	144357544	144527482	AIG1	NM_001366361.1	AIG1
chr6	144615237	144635087	NM_001286259.2	-	144620874	144631061	ADAT2	NM_001286259.2	ADAT2
chr6	144615237	144643105	NM_182503.3	-	144620874	144643068	ADAT2	NM_182503.3	ADAT2
chr6	144643214	144683024	NM_003630.3	+	144643452	144681634	PEX3	NM_003630.3	PEX3
chr6	144687219	144704128	NM_032020.5	-	144688114	144704042	FUCA2	NM_032020.5	FUCA2
chr6	144729278	145023866	NM_001394736.1	+	144729391	145016364	PHACTR2	NM_001394736.1	PHACTR2
chr6	144800548	145023866	NM_001100166.2	+	144800678	145016364	PHACTR2	NM_001100166.2	PHACTR2
chr6	144800548	145023866	NM_001394738.1	+	144800678	145016364	PHACTR2	NM_001394738.1	PHACTR2
chr6	144800548	145023866	NM_014721.3	+	144800678	145016364	PHACTR2	NM_014721.3	PHACTR2
chr6	144870661	145023866	NM_001100164.2	+	144870860	145016364	PHACTR2	NM_001100164.2	PHACTR2
chr6	144870661	145023866	NM_001100165.2	+	144870860	145016364	PHACTR2	NM_001100165.2	PHACTR2
chr6	145036017	145056492	NM_001329953.2	+	145050261	145056207	LTV1	NM_001329953.2	LTV1
chr6	145036017	145056492	NM_032860.5	+	145036157	145056207	LTV1	NM_032860.5	LTV1
chr6	145057153	145131034	NM_001013623.3	+	145057219	145130410	ZC2HC1B	NM_001013623.3	ZC2HC1B
chr6	145132990	145154115	NM_001317157.2	-	145134115	145140834	PLAGL1	NM_001317157.2	PLAGL1
chr6	145132990	145158181	NM_001317156.1	-	145134115	145140834	PLAGL1	NM_001317156.1	PLAGL1
chr6	145132990	145158181	NM_001317158.1	-	145134115	145135351	PLAGL1	NM_001317158.1	PLAGL1
chr6	145132990	145200972	NM_001080952.3	-	145134115	145140834	PLAGL1	NM_001080952.3	PLAGL1
chr6	145132990	145200972	NM_001080953.3	-	145134115	145140834	PLAGL1	NM_001080953.3	PLAGL1
chr6	145132990	145200972	NM_001080954.3	-	145134115	145140834	PLAGL1	NM_001080954.3	PLAGL1
chr6	145132990	145200972	NM_001080956.3	-	145134115	145135351	PLAGL1	NM_001080956.3	PLAGL1
chr6	145132990	145200972	NM_001289041.2	-	145134115	145135351	PLAGL1	NM_001289041.2	PLAGL1
chr6	145132990	145200972	NM_001289045.2	-	145134115	145140834	PLAGL1	NM_001289045.2	PLAGL1
chr6	145132990	145200972	NM_001289046.2	-	145134115	145140834	PLAGL1	NM_001289046.2	PLAGL1
chr6	145132990	145200972	NM_001289047.2	-	145134115	145140834	PLAGL1	NM_001289047.2	PLAGL1
chr6	145132990	145200972	NM_001289048.2	-	145134115	145140834	PLAGL1	NM_001289048.2	PLAGL1
chr6	145132990	145200972	NM_001289049.2	-	145134115	145140834	PLAGL1	NM_001289049.2	PLAGL1
chr6	145132990	145200972	NM_001317160.2	-	145134115	145135351	PLAGL1	NM_001317160.2	PLAGL1
chr6	145132990	145200972	NM_001317161.2	-	145134115	145140834	PLAGL1	NM_001317161.2	PLAGL1
chr6	145132990	145200972	NM_001317162.2	-	145134115	145140834	PLAGL1	NM_001317162.2	PLAGL1
chr6	145132990	145200972	NM_006718.5	-	145134115	145140834	PLAGL1	NM_006718.5	PLAGL1
chr6	145132990	145247991	NM_001317159.2	-	145134115	145140834	PLAGL1	NM_001317159.2	PLAGL1
chr6	145132990	145257328	NM_001080951.3	-	145134115	145140834	PLAGL1	NM_001080951.3	PLAGL1
chr6	145132990	145257328	NM_001080955.3	-	145134115	145135351	PLAGL1	NM_001080955.3	PLAGL1
chr6	145132990	145257328	NM_001289037.2	-	145134115	145135351	PLAGL1	NM_001289037.2	PLAGL1
chr6	145132990	145257328	NM_001289038.2	-	145134115	145135351	PLAGL1	NM_001289038.2	PLAGL1
chr6	145132990	145257328	NM_001289039.2	-	145134115	145135351	PLAGL1	NM_001289039.2	PLAGL1
chr6	145132990	145257328	NM_001289040.2	-	145134115	145135351	PLAGL1	NM_001289040.2	PLAGL1
chr6	145132990	145257328	NM_001289042.2	-	145134115	145140834	PLAGL1	NM_001289042.2	PLAGL1
chr6	145132990	145257328	NM_001289043.2	-	145134115	145140834	PLAGL1	NM_001289043.2	PLAGL1
chr6	145132990	145257328	NM_001289044.2	-	145134115	145140834	PLAGL1	NM_001289044.2	PLAGL1
chr6	145287612	145288302	NM_031287.3	-	145287965	145288226	SF3B5	NM_031287.3	SF3B5
chr6	145343163	145384568	NM_003764.4	+	145379254	145380118	STX11	NM_003764.4	STX11
chr6	145477962	146045651	NM_007124.3	+	145484456	146043614	UTRN	NM_007124.3	UTRN
chr6	145775769	146045651	NM_001375323.1	+	145776078	146043614	UTRN	NM_001375323.1	UTRN
chr6	146818372	146879934	NM_001368132.1	-	146820483	146864311	EPM2A	NM_001368132.1	EPM2A
chr6	146818372	146928575	NM_001018041.2	-	146818762	146928553	EPM2A	NM_001018041.2	EPM2A
chr6	146818372	146928575	NM_001360057.2	-	146820562	146928553	EPM2A	NM_001360057.2	EPM2A
chr6	146818372	146928575	NM_001360071.2	-	146820483	146879240	EPM2A	NM_001360071.2	EPM2A
chr6	146818372	146928575	NM_001368129.2	-	146820483	146864311	EPM2A	NM_001368129.2	EPM2A
chr6	146818372	146928575	NM_001368131.1	-	146820483	146879240	EPM2A	NM_001368131.1	EPM2A
chr6	146818372	146928575	NM_005670.4	-	146820483	146928553	EPM2A	NM_005670.4	EPM2A
chr6	146818372	146929078	NM_001360064.2	-	146820483	146879240	EPM2A	NM_001360064.2	EPM2A
chr6	146828139	146928575	NM_001368130.1	-	146828218	146928553	EPM2A	NM_001368130.1	EPM2A
chr6	146986552	147007846	NM_001348092.2	-	146993156	146999456	FBXO30	NM_001348092.2	FBXO30
chr6	146986552	147007846	NM_032145.5	-	146993156	146999456	FBXO30	NM_032145.5	FBXO30
chr6	147077870	147157428	NM_001042683.3	-	147079755	147148392	SHPRH	NM_001042683.3	SHPRH
chr6	147077870	147157428	NM_001370327.1	-	147079755	147148392	SHPRH	NM_001370327.1	SHPRH
chr6	147077870	147157428	NM_001370328.1	-	147079755	147138668	SHPRH	NM_001370328.1	SHPRH
chr6	147077870	147157428	NM_173082.4	-	147079492	147148392	SHPRH	NM_173082.4	SHPRH
chr6	147220784	147630683	NM_001278065.2	+	147222591	147619708	GRM1	NM_001278065.2	GRM1
chr6	147222135	147630683	NM_001278064.2	+	147222591	147627879	GRM1	NM_001278064.2	GRM1
chr6	147222271	147630680	NM_001278066.1	+	147222591	147619708	GRM1	NM_001278066.1	GRM1
chr6	147222271	147630680	NM_001278067.1	+	147222591	147627056	GRM1	NM_001278067.1	GRM1
chr6	147737053	147748175	NM_006834.5	+	147737092	147747827	RAB32	NM_006834.5	RAB32
chr6	147792193	148008697	NM_024694.4	+	147792262	148008452	ADGB	NM_024694.4	ADGB
chr6	148397705	148583765	NM_001127715.4	+	148397821	148578047	STXBP5	NM_001127715.4	STXBP5
chr6	148397705	148583765	NM_001394409.1	+	148397821	148578047	STXBP5	NM_001394409.1	STXBP5
chr6	148397705	148583765	NM_139244.6	+	148397821	148578047	STXBP5	NM_139244.6	STXBP5
chr6	148701983	148763325	NM_001030060.3	+	148702222	148757759	SAMD5	NM_001030060.3	SAMD5
chr6	149468518	149748326	NM_001346505.2	+	149468547	149744840	SASH1	NM_001346505.2	SASH1
chr6	149539094	149748326	NM_001346506.2	+	149644721	149744840	SASH1	NM_001346506.2	SASH1
chr6	149539094	149748326	NM_015278.5	+	149539324	149744840	SASH1	NM_015278.5	SASH1
chr6	149704802	149748326	NM_001346507.2	+	149705169	149744840	SASH1	NM_001346507.2	SASH1
chr6	149704802	149748326	NM_001346508.2	+	149705169	149744840	SASH1	NM_001346508.2	SASH1
chr6	149705454	149748326	NM_001346509.2	+	149710741	149744840	SASH1	NM_001346509.2	SASH1
chr6	149946825	150276839	NM_005715.3	+	149947226	150273966	UST	NM_005715.3	UST
chr6	150417735	150611453	NM_001292035.3	+	150418580	150609565	TAB2	NM_001292035.3	TAB2
chr6	150517551	150611453	NM_001292034.3	+	150569884	150609565	TAB2	NM_001292034.3	TAB2
chr6	150517551	150611453	NM_001369506.1	+	150569884	150609565	TAB2	NM_001369506.1	TAB2
chr6	150518137	150611453	NM_015093.6	+	150569884	150609565	TAB2	NM_015093.6	TAB2
chr6	150600138	150601155	NM_001002255.2	+	150600268	150600556	SUMO4	NM_001002255.2	SUMO4
chr6	150646493	150684730	NM_207360.3	-	150650399	150674250	ZC3H12D	NM_207360.3	ZC3H12D
chr6	150704209	150745755	NM_139126.4	-	150705167	150745717	PPIL4	NM_139126.4	PPIL4
chr6	150766115	150791484	NM_138785.5	+	150766155	150790573	GINM1	NM_138785.5	GINM1
chr6	150794605	150848498	NM_001204076.2	-	150794953	150838332	KATNA1	NM_001204076.2	KATNA1
chr6	150794605	150848498	NM_007044.4	-	150794768	150838332	KATNA1	NM_007044.4	KATNA1
chr6	150857941	150917878	NM_001350339.2	-	150861518	150896904	LATS1	NM_001350339.2	LATS1
chr6	150857941	150917878	NM_001350340.2	-	150861518	150896904	LATS1	NM_001350340.2	LATS1
chr6	150857941	150917878	NM_001350392.2	-	150861518	150884034	LATS1	NM_001350392.2	LATS1
chr6	150857941	150917878	NM_004690.4	-	150861518	150901902	LATS1	NM_004690.4	LATS1
chr6	150882699	150917878	NM_001270519.2	-	150882801	150901902	LATS1	NM_001270519.2	LATS1
chr6	150924083	150946307	NM_198887.3	-	150926739	150946273	NUP43	NM_198887.3	NUP43
chr6	150949462	151001901	NM_001252053.1	+	150949495	151001749	PCMT1	NM_001252053.1	PCMT1
chr6	150949462	151010794	NM_001252049.1	+	150949495	151010001	PCMT1	NM_001252049.1	PCMT1
chr6	150949462	151010794	NM_001252050.1	+	150949495	151001749	PCMT1	NM_001252050.1	PCMT1
chr6	150949462	151010794	NM_001252051.1	+	150949495	151001749	PCMT1	NM_001252051.1	PCMT1
chr6	150949462	151010794	NM_001252052.1	+	150949495	151010001	PCMT1	NM_001252052.1	PCMT1
chr6	150949462	151010794	NM_005389.2	+	150949495	151001749	PCMT1	NM_005389.2	PCMT1
chr6	150949508	151010792	NM_001360452.2	+	150949669	151001749	PCMT1	NM_001360452.2	PCMT1
chr6	150949508	151010794	NM_001360456.1	+	150949669	151010001	PCMT1	NM_001360456.1	PCMT1
chr6	151018122	151063700	NM_032832.6	-	151019915	151063361	LRP11	NM_032832.6	LRP11
chr6	151039776	151063700	NM_001410946.1	-	151041947	151063361	LRP11	NM_001410946.1	LRP11
chr6	151082512	151090281	NM_001243325.2	-	151087831	151090238	RAET1E	NM_001243325.2	RAET1E
chr6	151082512	151090281	NM_001243327.2	-	151088676	151090238	RAET1E	NM_001243327.2	RAET1E
chr6	151082512	151090281	NM_139165.3	-	151087831	151090238	RAET1E	NM_139165.3	RAET1E
chr6	151082512	151095473	NM_001243328.3	-	151083822	151090238	RAET1E	NM_001243328.3	RAET1E
chr6	151082512	151097456	NM_001394056.1	-	151083822	151090238	RAET1E	NM_001394056.1	RAET1E
chr6	151082512	151097456	NM_001394057.1	-	151087831	151090238	RAET1E	NM_001394057.1	RAET1E
chr6	151116221	151122465	NM_001001788.4	-	151116255	151122354	RAET1G	NM_001001788.4	RAET1G
chr6	151141355	151148578	NM_025217.4	+	151141414	151146772	ULBP2	NM_025217.4	ULBP2
chr6	151163285	151173058	NM_001317089.2	+	151163392	151169468	ULBP1	NM_001317089.2	ULBP1
chr6	151163285	151173058	NM_025218.4	+	151163392	151169468	ULBP1	NM_025218.4	ULBP1
chr6	151217706	151224927	NM_130900.3	-	151219522	151224866	RAET1L	NM_130900.3	RAET1L
chr6	151260424	151268490	NM_024518.3	-	151263975	151268435	ULBP3	NM_024518.3	ULBP3
chr6	151342371	151450366	NM_030949.3	+	151342520	151448794	PPP1R14C	NM_030949.3	PPP1R14C
chr6	151569712	151606528	NM_001164694.2	+	151569732	151598682	IYD	NM_001164694.2	IYD
chr6	151569712	151606528	NM_001164695.2	+	151569732	151595993	IYD	NM_001164695.2	IYD
chr6	151569712	151606528	NM_001318495.2	+	151589894	151598782	IYD	NM_001318495.2	IYD
chr6	151569712	151606528	NM_203395.3	+	151569732	151598782	IYD	NM_203395.3	IYD
chr6	151800394	152044215	NM_001029884.3	+	151934236	152041446	PLEKHG1	NM_001029884.3	PLEKHG1
chr6	151800394	152044215	NM_001329799.2	+	151800505	152041446	PLEKHG1	NM_001329799.2	PLEKHG1
chr6	151800394	152044215	NM_001329804.2	+	151934236	152041606	PLEKHG1	NM_001329804.2	PLEKHG1
chr6	151800394	152044215	NM_001329805.2	+	151934236	152041606	PLEKHG1	NM_001329805.2	PLEKHG1
chr6	151884175	152044215	NM_001329798.2	+	151884291	152041446	PLEKHG1	NM_001329798.2	PLEKHG1
chr6	151884175	152044215	NM_001329800.2	+	151934236	152041446	PLEKHG1	NM_001329800.2	PLEKHG1
chr6	151921654	152044215	NM_001329801.2	+	151934236	152041446	PLEKHG1	NM_001329801.2	PLEKHG1
chr6	151921654	152044215	NM_001329802.2	+	151934236	152041446	PLEKHG1	NM_001329802.2	PLEKHG1
chr6	151921654	152044215	NM_001329803.2	+	151934236	152041446	PLEKHG1	NM_001329803.2	PLEKHG1
chr6	151921654	152044215	NM_001329806.2	+	151934236	152041606	PLEKHG1	NM_001329806.2	PLEKHG1
chr6	152066258	152099557	NM_001242769.3	+	152066379	152099464	MTHFD1L	NM_001242769.3	MTHFD1L
chr6	152066258	152099557	NM_001350488.3	+	152066379	152099464	MTHFD1L	NM_001350488.3	MTHFD1L
chr6	152066258	152099557	NM_001350489.3	+	152066379	152099499	MTHFD1L	NM_001350489.3	MTHFD1L
chr6	152066258	152302476	NM_001242767.2	+	152066379	152293119	MTHFD1L	NM_001242767.2	MTHFD1L
chr6	152066258	152302476	NM_015440.5	+	152066379	152293119	MTHFD1L	NM_015440.5	MTHFD1L
chr6	152066889	152302476	NM_001242768.2	+	152066915	152293119	MTHFD1L	NM_001242768.2	MTHFD1L
chr6	152066889	152302476	NM_001350486.1	+	152066915	152293119	MTHFD1L	NM_001350486.1	MTHFD1L
chr6	152067003	152302476	NM_001350493.1	+	152078208	152293119	MTHFD1L	NM_001350493.1	MTHFD1L
chr6	152067042	152099557	NM_001350491.3	+	152078208	152099464	MTHFD1L	NM_001350491.3	MTHFD1L
chr6	152067042	152302476	NM_001350487.2	+	152078208	152293119	MTHFD1L	NM_001350487.2	MTHFD1L
chr6	152067042	152302476	NM_001350492.2	+	152078208	152293119	MTHFD1L	NM_001350492.2	MTHFD1L
chr6	152207583	152302476	NM_001350490.1	+	152208924	152293119	MTHFD1L	NM_001350490.1	MTHFD1L
chr6	152440586	152559135	NM_005100.4	+	152441182	152554316	AKAP12	NM_005100.4	AKAP12
chr6	152526114	152559135	NM_144497.2	+	152526444	152554316	AKAP12	NM_144497.2	AKAP12
chr6	152542280	152559135	NM_001370346.1	+	152542357	152554316	AKAP12	NM_001370346.1	AKAP12
chr6	152564690	152592145	NM_020861.3	-	152566096	152574212	ZBTB2	NM_020861.3	ZBTB2
chr6	152605350	152652768	NM_001271937.2	-	152605823	152637141	RMND1	NM_001271937.2	RMND1
chr6	152605350	152652768	NM_017909.4	-	152605823	152646438	RMND1	NM_017909.4	RMND1
chr6	152653107	152670749	NM_001286562.2	+	152659179	152669758	ARMT1	NM_001286562.2	ARMT1
