sample	cardinality	size_byte	input
NA20355-ont-G2	4	15734762076	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM20355/GM20355_20220105_UL_eee-prom1-2F-PAJ07922_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM20355/GM20355_20220118_UL_eee-prom1-2B-PAH61789_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM20355/GM20355_20220104_UL_eee-prom1-2B-PAJ02890_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM20355/GM20355_20211019_UL_eee-prom1-3C-PAI05036_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355-ont-G3	3	17583110712	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM20355/GM20355_20220118_UL_eee-prom1-2C-PAI19294_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM20355/GM20355_20220125_UL_eee-prom1-3B-PAJ10248_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM20355/GM20355_20220125_UL_eee-prom1-3A-PAJ07962_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355-ont-G4	2	17774320200	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM20355/GM20355_20211227_UL_eee-prom1-3C-PAJ09836_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM20355/GM20355_20220104_UL_eee-prom1-1C-PAK51804_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355-ont-G5	2	22277409326	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM20355/GM20355_20211227_UL_eee-prom1-3B-PAJ08036_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM20355/GM20355_20211208_UL_eee-prom1-1H-PAI74958_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355-ont-G6	1	12893571582	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM20355/GM20355_20220125_UL_eee-prom1-3C-PAJ09671_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355-ont-G7	1	13129034935	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM20355/20220308_GM20355_UL_eee-prom1-3D-PAJ09168_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20355-ont-G8	1	13465223051	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM20355/20220301_GM20355_UL_eee-prom1-1G-PAJ09797_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20509-hifi-G1	2	32060627532	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/NA20509/m64039_220219_181334/JAX_HiFi_NA20509_m64039_220219_181334.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/NA20509/m64039_220301_041619/JAX_HiFi_NA20509_m64039_220301_041619.fastq.gz
NA20509-hifi-G2	1	27791884238	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/NA20509/m64119_220211_173309/JAX_HiFi_NA20509_m64119_220211_173309.fastq.gz
NA20509-hifi-G3	1	28580467462	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/NA20509/m64119_220204_203221/JAX_HiFi_NA20509_m64119_220204_203221.fastq.gz
NA20509-ont-G1	2	36985477879	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/NA20509/20220412_220407_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/NA20509/20220419_220412_21lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA20509-ont-G2	1	37936966484	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/NA20509/20220408_220405_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA21487-hifi-G1	1	20501739304	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/GM21487/m54329U_210409_201342.hifi_reads.fastq.gz
NA21487-hifi-G2	1	23474577867	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/GM21487/m54329U_210405_202314.hifi_reads.fastq.gz
NA21487-hifi-G3	1	24019416949	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/GM21487/m64076_210325_045024.hifi_reads.fastq.gz
NA21487-hifi-G4	1	24458290343	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/GM21487/m64076_210409_201438.hifi_reads.fastq.gz
NA21487-hifi-G5	1	24673879988	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/GM21487/m54329U_210408_003536.hifi_reads.fastq.gz
NA21487-ont-G1	8	20320504142	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM21487/GM21487_20211019_UL_eee-prom1-3D-PAI04403_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM21487/GM21487_20210928_UL_eee-prom1-3B-PAH32438_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM21487/GM21487_20220118_UL_eee-prom1-2D-PAH36599_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM21487/GM21487_20211110_UL_eee-prom1-1A-PAI18572_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM21487/GM21487_20211111_UL_eee-prom1-1A-PAI18572_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM21487/GM21487_20211110-2_UL_eee-prom1-1A-PAI18572_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM21487/GM21487_20211110_UL_eee-prom1-1E-PAI04403_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM21487/GM21487_20211109_UL_eee-prom1-1A-PAI18572_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA21487-ont-G2	1	14935920213	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM21487/GM21487_20211227_UL_eee-prom1-3E-PAJ09825_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA21487-ont-G3	1	17015219629	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM21487/GM21487_20211227_UL_eee-prom1-3F-PAJ08016_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA21487-ont-G4	1	22922943961	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM21487/GM21487_20220104_UL_eee-prom1-1E-PAJ02885_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA21487-ont-G5	1	27282287891	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM21487/20220308_GM21487_UL_eee-prom1-3E-PAJ09752_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA21487-ont-G6	1	31653302588	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM21487/GM21487_20211220_UL_eee-prom1-1G-PAJ02891_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA21487-ont-G7	1	32757271881	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/GM21487/20220215_GM21487_UL_eee-prom1-1H-PAJ09274_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA24385-hifi-G1	1	15773099464	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/PRJNA731524/pacbio_hifi/NA24385_m64076_201013_225902.Q20.fastq.gz
NA24385-hifi-G10	1	24201144762	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/PRJNA813010/pacbio_hifi/NA24385_m64004_210224_230828.hifi_reads.fastq.gz
NA24385-hifi-G11	1	25166140891	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/PRJNA813010/pacbio_hifi/NA24385_m64014_210227_165255.hifi_reads.fastq.gz
NA24385-hifi-G12	1	25832883203	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/PRJNA813010/pacbio_hifi/NA24385_m64015e_210224_100310.hifi_reads.fastq.gz
NA24385-hifi-G13	1	26496538793	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/PRJNA813010/pacbio_hifi/NA24385_m64015e_210223_010616.hifi_reads.fastq.gz
NA24385-hifi-G2	1	17727255147	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/PRJNA731524/pacbio_hifi/NA24385_m64076_201016_191536.Q20.fastq.gz
NA24385-hifi-G3	1	18876666275	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/PRJNA731524/pacbio_hifi/NA24385_m54329U_201103_231616.Q20.fastq.gz
NA24385-hifi-G4	1	20221917377	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/PRJNA586863/pacbio_hifi/NA24385_m64011_190901_095311.Q20.fastq.gz
NA24385-hifi-G5	1	20575333168	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/PRJNA586863/pacbio_hifi/NA24385_m64011_190830_220126.Q20.fastq.gz
NA24385-hifi-G6	1	21545950975	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/PRJNA586863/pacbio_hifi/NA24385_m64012_190921_234837.Q20.fastq.gz
NA24385-hifi-G7	1	21587882630	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/PRJNA586863/pacbio_hifi/NA24385_m64012_190920_173625.Q20.fastq.gz
NA24385-hifi-G8	1	21792034581	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/PRJNA731524/pacbio_hifi/NA24385_m64076_210309_014547.hifi_reads.fastq.gz
NA24385-hifi-G9	1	24135322269	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/PRJNA731524/pacbio_hifi/NA24385_m64076_210310_104300.hifi_reads.fastq.gz
NA24385-ont-G1	3	22023584089	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/unknown/nanopore/NA24385_HG002/uwash_eee/NA24385_20190129_UL_ext-prom1-1-E9-H9-PAD28926_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/unknown/nanopore/NA24385_HG002/uwash_eee/NA24385_20190129_UL_ext-prom1-1-A9-D9-PAD28937_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/unknown/nanopore/NA24385_HG002/uwash_eee/NA24385_20190128_UL_ext-prom1-1-E9-H9-PAD28926_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA24385-ont-G2	1	18258190005	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/unknown/nanopore/NA24385_HG002/uwash_eee/NA24385_20190128_UL_ext-prom1-1-A9-D9-PAD28937_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA24385-ont-G3	1	20422619547	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/unknown/nanopore/NA24385_HG002/uwash_eee/NA24385_20190125_UL_ext-prom1-1-E5-H5-PAD29338_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
NA24385-ont-G4	1	28259175939	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/unknown/nanopore/NA24385_HG002/uwash_eee/NA24385_20190127_UL_ext-prom1-1-A9-D9-PAD28937_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
