# AUTOGEN TABLE - DO NOT EDIT
# notebooks/plotting/main_fig1/plot-qv-estimates.ipynb|20241206T1049
sample	sequence	merqury_error_kmer	merqury_total_kmer	merqury_qv_est	merqury_error_rate	asm_unit	assembler	seq_length	variant_adj_length	variant_num_errors	variant_qv_est	assembly
NA19434	h1tg000076l#1-18799799	901	18799779	56.4164	2.28225e-06	hap1	hifiasm	18799799	18799799	28	58.0	NA19434.hsm-ps-sseq
NA19434	h1tg000077l#1-1162404	991	1162384	43.9132	4.06145e-05	hap1	hifiasm	1162404	1162404	2	58.0	NA19434.hsm-ps-sseq
NA19434	h1tg000078l#1-3969490	414	3969470	53.0393	4.96672e-06	hap1	hifiasm	3969490	3969490	203	43.0	NA19434.hsm-ps-sseq
NA19434	h1tg000079l#1-590676	33	590656	55.7503	2.66055e-06	hap1	hifiasm	590676	590676	21	44.0	NA19434.hsm-ps-sseq
NA19434	h1tg000080l#1-7567446	1596	7567426	49.9809	1.00441e-05	hap1	hifiasm	7567446	7567446	12	58.0	NA19434.hsm-ps-sseq
NA19434	h1tg000081l#1-1660573	1529	1660553	43.5787	4.38658e-05	hap1	hifiasm	1660573	1660573	53	45.0	NA19434.hsm-ps-sseq
NA19434	h1tg000082l#1-1856040	170	1856020	53.6033	4.3618e-06	hap1	hifiasm	1856040	1856040	102	43.0	NA19434.hsm-ps-sseq
NA19434	h1tg000083l#1-2976954	270	2976934	53.6461	4.31911e-06	hap1	hifiasm	2976954	2976954	38	49.0	NA19434.hsm-ps-sseq
NA19434	h1tg000084l#1-1075066	154	1075046	51.661	6.82188e-06	hap1	hifiasm	1075066	1075066	105	40.0	NA19434.hsm-ps-sseq
NA19434	h1tg000085l#1-2750298	42	2750278	61.3834	7.27205e-07	hap1	hifiasm	2750298	2750298	150	43.0	NA19434.hsm-ps-sseq
NA19434	h1tg000086l#1-1052440	863	1052420	44.0823	3.90636e-05	hap1	hifiasm	1052440	1052440	4	54.0	NA19434.hsm-ps-sseq
NA19434	h1tg000087l#1-1113471	327	1113451	48.5428	1.39868e-05	hap1	hifiasm	1113471	1113471	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000088l#1-4912577	3460	4912557	44.7431	3.35502e-05	hap1	hifiasm	4912577	4912577	43	51.0	NA19434.hsm-ps-sseq
NA19434	h1tg000089l#1-1814590	27	1814570	61.4963	7.08555e-07	hap1	hifiasm	1814590	1814590	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000090l#1-1271931	2003	1271911	41.2467	7.50466e-05	hap1	hifiasm	1271931	1271931	31	46.0	NA19434.hsm-ps-sseq
NA19434	h1tg000091l#1-2113870	1294	2113850	45.3523	2.91587e-05	hap1	hifiasm	2113870	2113870	17	51.0	NA19434.hsm-ps-sseq
NA19434	h1tg000092l#1-2240981	51	2240961	59.6508	1.08373e-06	hap1	hifiasm	2240981	2240981	31	49.0	NA19434.hsm-ps-sseq
NA19434	h1tg000093c#1-1795216	38	1795196	59.9654	1.00799e-06	hap1	hifiasm	1795216	1795216	1	63.0	NA19434.hsm-ps-sseq
NA19434	h1tg000094l#1-319952	340	319932	42.9558	5.06316e-05	hap1	hifiasm	319952	319952	14	44.0	NA19434.hsm-ps-sseq
NA19434	h1tg000095l#1-311153	327	311133	43.004	5.00726e-05	hap1	hifiasm	311153	311153	179	32.0	NA19434.hsm-ps-sseq
NA19434	h1tg000096c#1-894335	908	894315	43.1541	4.83711e-05	hap1	hifiasm	894335	894335	251	36.0	NA19434.hsm-ps-sseq
NA19434	h1tg000097l#1-876879	2754	876859	38.2453	0.000149784	hap1	hifiasm	876879	876879	4	53.0	NA19434.hsm-ps-sseq
NA19434	h1tg000098l#1-1715203	234	1715183	51.8729	6.49702e-06	hap1	hifiasm	1715203	1715203	1	62.0	NA19434.hsm-ps-sseq
NA19434	h1tg000099l#1-71381	346	71361	36.356	0.00023142	hap1	hifiasm	71381	71381	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000100l#1-1015445	9	1015425	63.7462	4.22063e-07	hap1	hifiasm	1015445	1015445	19	47.0	NA19434.hsm-ps-sseq
NA19434	h1tg000101l#1-143326	245	143306	40.8896	8.14772e-05	hap1	hifiasm	143326	143326	22	38.0	NA19434.hsm-ps-sseq
NA19434	h1tg000102c#1-179048	26	179028	51.6014	6.91613e-06	hap1	hifiasm	179048	179048	22	39.0	NA19434.hsm-ps-sseq
NA19434	h1tg000103l#1-354699	0	354679	99.0	0.0	hap1	hifiasm	354699	354699	23	42.0	NA19434.hsm-ps-sseq
NA19434	h1tg000104l#1-1183572	43	1183552	57.6193	1.73009e-06	hap1	hifiasm	1183572	1183572	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000105l#1-277846	2320	277826	33.9877	0.000399235	hap1	hifiasm	277846	277846	1	54.0	NA19434.hsm-ps-sseq
NA19434	h1tg000106l#1-87632	0	87612	99.0	0.0	hap1	hifiasm	87632	87632	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000107l#1-141397	0	141377	99.0	0.0	hap1	hifiasm	141397	141397	4	45.0	NA19434.hsm-ps-sseq
NA19434	h1tg000108l#1-824389	1031	824369	42.2482	5.95904e-05	hap1	hifiasm	824389	824389	32	44.0	NA19434.hsm-ps-sseq
NA19434	h1tg000109l#1-158997	550	158977	37.8247	0.000165016	hap1	hifiasm	158997	158997	13	41.0	NA19434.hsm-ps-sseq
NA19434	h1tg000110l#1-894972	0	894952	99.0	0.0	hap1	hifiasm	894972	894972	5	53.0	NA19434.hsm-ps-sseq
NA19434	h1tg000111l#1-730815	34	730795	56.5453	2.21551e-06	hap1	hifiasm	730815	730815	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000112l#1-22046	0	22026	99.0	0.0	hap1	hifiasm	22046	22046	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000113l#1-199076	355	199056	40.706	8.49969e-05	hap1	hifiasm	199076	199076	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000114l#1-66476	0	66456	99.0	0.0	hap1	hifiasm	66476	66476	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000115l#1-109754	0	109734	99.0	0.0	hap1	hifiasm	109754	109754	3	46.0	NA19434.hsm-ps-sseq
NA19434	h1tg000116l#1-162827	857	162807	35.9982	0.000251292	hap1	hifiasm	162827	162827	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000117l#1-59097	447	59077	34.4176	0.000361609	hap1	hifiasm	59097	59097	4	42.0	NA19434.hsm-ps-sseq
NA19434	h1tg000118l#1-92621	48	92601	46.0749	2.46896e-05	hap1	hifiasm	92621	92621	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000119l#1-273340	167	273320	45.3605	2.9104e-05	hap1	hifiasm	273340	273340	75	36.0	NA19434.hsm-ps-sseq
NA19434	h1tg000120l#1-74380	0	74360	99.0	0.0	hap1	hifiasm	74380	74380	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000121l#1-57436	0	57416	99.0	0.0	hap1	hifiasm	57436	57436	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000122l#1-65096	19	65076	48.5683	1.39051e-05	hap1	hifiasm	65096	65096	19	35.0	NA19434.hsm-ps-sseq
NA19434	h1tg000123l#1-268845	1518	268825	35.6925	0.000269621	hap1	hifiasm	268845	268845	2	51.0	NA19434.hsm-ps-sseq
NA19434	h1tg000124l#1-46641	0	46621	99.0	0.0	hap1	hifiasm	46641	46641	5	40.0	NA19434.hsm-ps-sseq
NA19434	h1tg000126l#1-358334	428	358314	42.4479	5.69125e-05	hap1	hifiasm	358334	358334	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000127l#1-165135	34	165115	50.0848	9.80654e-06	hap1	hifiasm	165135	165135	31	37.0	NA19434.hsm-ps-sseq
NA19434	h1tg000129l#1-54808	621	54788	32.6546	0.000542678	hap1	hifiasm	54808	54808	3	43.0	NA19434.hsm-ps-sseq
NA19434	h1tg000130l#1-263542	10	263522	57.4303	1.80706e-06	hap1	hifiasm	263542	263542	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000131c#1-45646	70	45626	41.3602	7.31112e-05	hap1	hifiasm	45646	45646	5	40.0	NA19434.hsm-ps-sseq
NA19434	h1tg000132l#1-97584	12	97564	52.323	5.8573e-06	hap1	hifiasm	97584	97584	32	35.0	NA19434.hsm-ps-sseq
NA19434	h1tg000133c#1-33140	0	33120	99.0	0.0	hap1	hifiasm	33140	33140	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000134l#1-154757	0	154737	99.0	0.0	hap1	hifiasm	154757	154757	16	40.0	NA19434.hsm-ps-sseq
NA19434	h1tg000135l#1-568841	454	568821	44.1997	3.80212e-05	hap1	hifiasm	568841	568841	205	34.0	NA19434.hsm-ps-sseq
NA19434	h1tg000136l#1-301356	365	301336	42.3873	5.77129e-05	hap1	hifiasm	301356	301356	75	36.0	NA19434.hsm-ps-sseq
NA19434	h1tg000137l#1-79309	390	79289	36.2935	0.000234775	hap1	hifiasm	79309	79309	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000138c#1-43438	0	43418	99.0	0.0	hap1	hifiasm	43438	43438	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000139l#1-20435	0	20415	99.0	0.0	hap1	hifiasm	20435	20435	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000141c#1-44934	10	44914	49.7455	1.06034e-05	hap1	hifiasm	44934	44934	2	44.0	NA19434.hsm-ps-sseq
NA19434	h1tg000142l#1-104431	0	104411	99.0	0.0	hap1	hifiasm	104431	104431	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000143l#1-86374	1992	86354	29.544	0.00111072	hap1	hifiasm	86374	86374	186	27.0	NA19434.hsm-ps-sseq
NA19434	h1tg000144l#1-177540	3	177520	60.9434	8.04745e-07	hap1	hifiasm	177540	177540	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000145c#1-179445	98	179425	45.8476	2.60158e-05	hap1	hifiasm	179445	179445	60	35.0	NA19434.hsm-ps-sseq
NA19434	h1tg000147l#1-55530	0	55510	99.0	0.0	hap1	hifiasm	55530	55530	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000149l#1-100571	33	100551	48.0602	1.56306e-05	hap1	hifiasm	100571	100571	11	40.0	NA19434.hsm-ps-sseq
NA19434	h1tg000150l#1-112623	279	112603	39.2765	0.000118127	hap1	hifiasm	112623	112623	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000151c#1-44965	11	44945	49.3346	1.16558e-05	hap1	hifiasm	44965	44965	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000152c#1-39094	6	39074	51.3592	7.31267e-06	hap1	hifiasm	39094	39094	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000153l#1-30460	1222	30440	27.1015	0.00194917	hap1	hifiasm	30460	30460	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000154l#1-68311	0	68291	99.0	0.0	hap1	hifiasm	68311	68311	2	45.0	NA19434.hsm-ps-sseq
NA19434	h1tg000155l#1-66810	14	66790	50.0076	9.98253e-06	hap1	hifiasm	66810	66810	6	40.0	NA19434.hsm-ps-sseq
NA19434	h1tg000156l#1-126629	1004	126609	34.213	0.000379049	hap1	hifiasm	126629	126629	53	34.0	NA19434.hsm-ps-sseq
NA19434	h1tg000157l#1-39395	0	39375	99.0	0.0	hap1	hifiasm	39395	39395	21	33.0	NA19434.hsm-ps-sseq
NA19434	h1tg000158c#1-44218	11	44198	49.2618	1.18528e-05	hap1	hifiasm	44218	44218	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000160l#1-20830	0	20810	99.0	0.0	hap1	hifiasm	20830	20830	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000162l#1-36029	0	36009	99.0	0.0	hap1	hifiasm	36029	36029	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000163l#1-92874	700	92854	34.4336	0.000360282	hap1	hifiasm	92874	92874	15	38.0	NA19434.hsm-ps-sseq
NA19434	h1tg000165l#1-42910	70	42890	41.0914	7.77787e-05	hap1	hifiasm	42910	42910	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000169l#1-60776	0	60756	99.0	0.0	hap1	hifiasm	60776	60776	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000170l#1-28290	0	28270	99.0	0.0	hap1	hifiasm	28290	28290	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000171l#1-26732	0	26712	99.0	0.0	hap1	hifiasm	26732	26732	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000172l#1-28357	0	28337	99.0	0.0	hap1	hifiasm	28357	28357	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000173c#1-44419	0	44399	99.0	0.0	hap1	hifiasm	44419	44419	11	36.0	NA19434.hsm-ps-sseq
NA19434	h1tg000174l#1-27717	120	27697	36.8457	0.000206741	hap1	hifiasm	27717	27717	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000176l#1-60842	9	60822	51.5201	7.04682e-06	hap1	hifiasm	60842	60842	10	38.0	NA19434.hsm-ps-sseq
NA19434	h1tg000177l#1-34290	0	34270	99.0	0.0	hap1	hifiasm	34290	34290	8	36.0	NA19434.hsm-ps-sseq
NA19434	h1tg000178l#1-26701	0	26681	99.0	0.0	hap1	hifiasm	26701	26701	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000179l#1-14210	0	14190	99.0	0.0	hap1	hifiasm	14210	14210	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000182l#1-21361	0	21341	99.0	0.0	hap1	hifiasm	21361	21361	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000183l#1-31146	0	31126	99.0	0.0	hap1	hifiasm	31146	31146	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000184l#1-12850	0	12830	99.0	0.0	hap1	hifiasm	12850	12850	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000186l#1-45699	29	45679	45.1941	3.02408e-05	hap1	hifiasm	45699	45699	3	42.0	NA19434.hsm-ps-sseq
NA19434	h1tg000187l#1-34948	0	34928	99.0	0.0	hap1	hifiasm	34948	34948	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000188l#1-20375	0	20355	99.0	0.0	hap1	hifiasm	20375	20375	0	99.0	NA19434.hsm-ps-sseq
NA19434	h1tg000190l#1-23501	0	23481	99.0	0.0	hap1	hifiasm	23501	23501	0	99.0	NA19434.hsm-ps-sseq
NA19434	h2tg000001l#1-86567667	4921	86567647	55.6751	2.70701e-06	hap2	hifiasm	86567667	86567667	279	55.0	NA19434.hsm-ps-sseq
NA19434	h2tg000002l#1-34686345	1639	34686325	56.4779	2.25015e-06	hap2	hifiasm	34686345	34686345	83	56.0	NA19434.hsm-ps-sseq
NA19434	h2tg000003l#1-28127269	525	28127249	60.5118	8.88826e-07	hap2	hifiasm	28127269	28127269	57	57.0	NA19434.hsm-ps-sseq
NA19434	h2tg000004l#1-94014755	4849	94014735	56.0975	2.45611e-06	hap2	hifiasm	94014755	94014755	242	56.0	NA19434.hsm-ps-sseq
NA19434	h2tg000005l#1-33116756	2022	33116736	55.3647	2.90755e-06	hap2	hifiasm	33116756	33116756	105	55.0	NA19434.hsm-ps-sseq
NA19434	h2tg000006l#1-57176683	5041	57176663	53.769	4.19853e-06	hap2	hifiasm	57176683	57176683	242	54.0	NA19434.hsm-ps-sseq
NA19434	h2tg000007l#1-61673788	3399	61673768	55.8096	2.62448e-06	hap2	hifiasm	61673788	61673788	254	54.0	NA19434.hsm-ps-sseq
NA19434	h2tg000008l#1-111625039	4752	111625019	56.931	2.02724e-06	hap2	hifiasm	111625039	111625039	375	55.0	NA19434.hsm-ps-sseq
NA19434	h2tg000009l#1-74167890	3399	74167870	56.6107	2.18236e-06	hap2	hifiasm	74167890	74167890	176	56.0	NA19434.hsm-ps-sseq
NA19434	h2tg000010l#1-5897307	95	5897287	61.1514	7.67106e-07	hap2	hifiasm	5897307	5897307	8	59.0	NA19434.hsm-ps-sseq
NA19434	h2tg000011l#1-158385725	9925	158385705	55.2519	2.98406e-06	hap2	hifiasm	158385725	158385725	563	54.0	NA19434.hsm-ps-sseq
NA19434	h2tg000012l#1-26102072	2118	26102052	54.1295	3.8641e-06	hap2	hifiasm	26102072	26102072	84	55.0	NA19434.hsm-ps-sseq
NA19434	h2tg000013l#1-103024646	4275	103024626	57.0422	1.97599e-06	hap2	hifiasm	103024646	103024646	932	50.0	NA19434.hsm-ps-sseq
NA19434	h2tg000014l#1-15580667	673	15580647	56.8678	2.05693e-06	hap2	hifiasm	15580667	15580667	29	57.0	NA19434.hsm-ps-sseq
NA19434	h2tg000015l#1-93450742	5279	93450722	55.7024	2.69006e-06	hap2	hifiasm	93450742	93450742	480	53.0	NA19434.hsm-ps-sseq
NA19434	h2tg000016l#1-29756179	1499	29756159	56.1998	2.39892e-06	hap2	hifiasm	29756179	29756179	234	51.0	NA19434.hsm-ps-sseq
NA19434	h2tg000017l#1-25298050	1167	25298030	56.5823	2.19672e-06	hap2	hifiasm	25298050	25298050	49	57.0	NA19434.hsm-ps-sseq
NA19434	h2tg000018l#1-113682818	6478	113682798	55.6646	2.71356e-06	hap2	hifiasm	113682818	113682818	374	55.0	NA19434.hsm-ps-sseq
NA19434	h2tg000019l#1-36108144	975	36108124	58.9081	1.28584e-06	hap2	hifiasm	36108144	36108144	107	55.0	NA19434.hsm-ps-sseq
NA19434	h2tg000020l#1-41240509	1746	41240489	56.9549	2.01609e-06	hap2	hifiasm	41240509	41240509	218	53.0	NA19434.hsm-ps-sseq
NA19434	h2tg000021l#1-31641680	2143	31641660	54.9144	3.22521e-06	hap2	hifiasm	31641680	31641680	122	54.0	NA19434.hsm-ps-sseq
NA19434	h2tg000022l#1-23722284	1518	23722264	55.1609	3.04726e-06	hap2	hifiasm	23722284	23722284	52	57.0	NA19434.hsm-ps-sseq
NA19434	h2tg000023l#1-24026936	2438	24026916	53.1586	4.83212e-06	hap2	hifiasm	24026936	24026936	80	55.0	NA19434.hsm-ps-sseq
NA19434	h2tg000024l#1-93874942	3372	93874922	57.6687	1.71051e-06	hap2	hifiasm	93874942	93874942	339	54.0	NA19434.hsm-ps-sseq
NA19434	h2tg000025l#1-123825297	5826	123825277	56.4965	2.24053e-06	hap2	hifiasm	123825297	123825297	354	55.0	NA19434.hsm-ps-sseq
NA19434	h2tg000026l#1-33109508	4072	33109488	52.3234	5.85681e-06	hap2	hifiasm	33109508	33109508	93	56.0	NA19434.hsm-ps-sseq
NA19434	h2tg000027l#1-34431946	2917	34431926	53.9423	4.03435e-06	hap2	hifiasm	34431946	34431946	220	52.0	NA19434.hsm-ps-sseq
NA19434	h2tg000028l#1-3791540	1199	3791520	48.2215	1.50609e-05	hap2	hifiasm	3791540	3791540	117	45.0	NA19434.hsm-ps-sseq
NA19434	h2tg000029l#1-719948	317	719928	46.7836	2.09721e-05	hap2	hifiasm	719948	719948	6	51.0	NA19434.hsm-ps-sseq
NA19434	h2tg000030l#1-83072516	3198	83072496	57.3679	1.8332e-06	hap2	hifiasm	83072516	83072516	283	55.0	NA19434.hsm-ps-sseq
NA19434	h2tg000031l#1-12578709	4796	12578689	47.409	1.81595e-05	hap2	hifiasm	12578709	12578709	168	49.0	NA19434.hsm-ps-sseq
NA19434	h2tg000032l#1-88881261	4100	88881241	56.5824	2.19667e-06	hap2	hifiasm	88881261	88881261	398	53.0	NA19434.hsm-ps-sseq
NA19434	h2tg000033l#1-10046391	1552	10046371	51.333	7.35691e-06	hap2	hifiasm	10046391	10046391	17	58.0	NA19434.hsm-ps-sseq
NA19434	h2tg000034l#1-124957376	5323	124957356	56.9282	2.02854e-06	hap2	hifiasm	124957376	124957376	377	55.0	NA19434.hsm-ps-sseq
NA19434	h2tg000035l#1-573966	347	573946	45.4064	2.87981e-05	hap2	hifiasm	573966	573966	2	55.0	NA19434.hsm-ps-sseq
NA19434	h2tg000036l#1-82849167	3738	82849147	56.6786	2.14853e-06	hap2	hifiasm	82849167	82849167	224	56.0	NA19434.hsm-ps-sseq
NA19434	h2tg000037l#1-51794517	4895	51794497	53.4673	4.50059e-06	hap2	hifiasm	51794517	51794517	194	54.0	NA19434.hsm-ps-sseq
NA19434	h2tg000038l#1-41071708	2790	41071688	54.9014	3.23487e-06	hap2	hifiasm	41071708	41071708	68	58.0	NA19434.hsm-ps-sseq
NA19434	h2tg000039l#1-48093188	4253	48093168	53.7559	4.21125e-06	hap2	hifiasm	48093188	48093188	229	53.0	NA19434.hsm-ps-sseq
NA19434	h2tg000040l#1-104875647	2673	104875627	59.1589	1.2137e-06	hap2	hifiasm	104875647	104875647	399	54.0	NA19434.hsm-ps-sseq
NA19434	h2tg000041l#1-22215998	281	22215978	62.2018	6.02316e-07	hap2	hifiasm	22215998	22215998	39	58.0	NA19434.hsm-ps-sseq
NA19434	h2tg000042l#1-66283451	2836	66283431	56.9091	2.03747e-06	hap2	hifiasm	66283451	66283451	286	54.0	NA19434.hsm-ps-sseq
NA19434	h2tg000043l#1-17150449	408	17150429	59.4583	1.13285e-06	hap2	hifiasm	17150449	17150449	44	56.0	NA19434.hsm-ps-sseq
NA19434	h2tg000044l#1-67377609	2377	67377589	57.747	1.67997e-06	hap2	hifiasm	67377609	67377609	445	52.0	NA19434.hsm-ps-sseq
NA19434	h2tg000045l#1-18849720	820	18849700	56.837	2.07157e-06	hap2	hifiasm	18849720	18849720	97	53.0	NA19434.hsm-ps-sseq
NA19434	h2tg000046l#1-21081525	5457	21081505	49.0911	1.23278e-05	hap2	hifiasm	21081525	21081525	103	53.0	NA19434.hsm-ps-sseq
NA19434	h2tg000047l#1-26781936	2075	26781916	54.3303	3.68955e-06	hap2	hifiasm	26781936	26781936	64	56.0	NA19434.hsm-ps-sseq
NA19434	h2tg000048l#1-519039	10	519019	60.374	9.1749e-07	hap2	hifiasm	519039	519039	0	99.0	NA19434.hsm-ps-sseq
NA19434	h2tg000049l#1-12206700	1983	12206680	51.1146	7.73641e-06	hap2	hifiasm	12206700	12206700	92	51.0	NA19434.hsm-ps-sseq
NA19434	h2tg000050l#1-2576062	341	2576042	52.0039	6.3039e-06	hap2	hifiasm	2576062	2576062	173	42.0	NA19434.hsm-ps-sseq
NA19434	h2tg000051l#1-16178472	3142	16178452	50.3391	9.2489e-06	hap2	hifiasm	16178472	16178472	42	56.0	NA19434.hsm-ps-sseq
NA19434	h2tg000052l#1-9687219	694	9687199	54.6704	3.41159e-06	hap2	hifiasm	9687219	9687219	52	53.0	NA19434.hsm-ps-sseq
NA19434	h2tg000053l#1-18794365	1014	18794345	55.902	2.56923e-06	hap2	hifiasm	18794365	18794365	51	56.0	NA19434.hsm-ps-sseq
NA19434	h2tg000054l#1-19872948	4736	19872928	49.4502	1.13496e-05	hap2	hifiasm	19872948	19872948	88	54.0	NA19434.hsm-ps-sseq
NA19434	h2tg000055l#1-26327506	4222	26327486	51.1708	7.637e-06	hap2	hifiasm	26327506	26327506	115	54.0	NA19434.hsm-ps-sseq
NA19434	h2tg000056l#1-11033385	606	11033365	55.8244	2.61551e-06	hap2	hifiasm	11033385	11033385	33	55.0	NA19434.hsm-ps-sseq
NA19434	h2tg000057l#1-47910722	1999	47910702	57.0183	1.98687e-06	hap2	hifiasm	47910722	47910722	256	53.0	NA19434.hsm-ps-sseq
NA19434	h2tg000058l#1-40147877	1751	40147857	56.8259	2.07689e-06	hap2	hifiasm	40147877	40147877	170	54.0	NA19434.hsm-ps-sseq
NA19434	h2tg000059l#1-324655	41	324635	52.208	6.01444e-06	hap2	hifiasm	324655	324655	1	55.0	NA19434.hsm-ps-sseq
NA19434	h2tg000060l#1-2150058	613	2150038	48.6715	1.35786e-05	hap2	hifiasm	2150058	2150058	7	55.0	NA19434.hsm-ps-sseq
NA19434	h2tg000061l#1-16377749	908	16377729	55.7838	2.64012e-06	hap2	hifiasm	16377749	16377749	81	53.0	NA19434.hsm-ps-sseq
NA19434	h2tg000062l#1-36703697	3961	36703677	52.891	5.13923e-06	hap2	hifiasm	36703697	36703697	437	49.0	NA19434.hsm-ps-sseq
NA19434	h2tg000063l#1-6229403	827	6229383	51.9913	6.32221e-06	hap2	hifiasm	6229403	6229403	14	56.0	NA19434.hsm-ps-sseq
NA19434	h2tg000064l#1-32852214	3003	32852194	53.6121	4.35302e-06	hap2	hifiasm	32852214	32852214	69	57.0	NA19434.hsm-ps-sseq
NA19434	h2tg000065l#1-15756970	371	15756950	59.5031	1.12121e-06	hap2	hifiasm	15756970	15756970	86	53.0	NA19434.hsm-ps-sseq
NA19434	h2tg000066l#1-13695778	1133	13695758	54.0456	3.9395e-06	hap2	hifiasm	13695778	13695778	24	58.0	NA19434.hsm-ps-sseq
NA19434	h2tg000067l#1-3890084	940	3890064	49.39	1.15081e-05	hap2	hifiasm	3890084	3890084	55	48.0	NA19434.hsm-ps-sseq
NA19434	h2tg000068l#1-1991151	0	1991131	99.0	0.0	hap2	hifiasm	1991151	1991151	8	54.0	NA19434.hsm-ps-sseq
NA19434	h2tg000069l#1-20370275	975	20370255	56.422	2.27929e-06	hap2	hifiasm	20370275	20370275	39	57.0	NA19434.hsm-ps-sseq
NA19434	h2tg000070l#1-10873828	237	10873808	59.8385	1.03789e-06	hap2	hifiasm	10873828	10873828	11	60.0	NA19434.hsm-ps-sseq
NA19434	h2tg000071l#1-5085065	848	5085045	51.0008	7.94175e-06	hap2	hifiasm	5085065	5085065	17	55.0	NA19434.hsm-ps-sseq
NA19434	h2tg000072l#1-4082105	783	4082085	50.393	9.13482e-06	hap2	hifiasm	4082105	4082105	20	53.0	NA19434.hsm-ps-sseq
NA19434	h2tg000073l#1-17864994	2066	17864974	52.5907	5.50722e-06	hap2	hifiasm	17864994	17864994	74	54.0	NA19434.hsm-ps-sseq
NA19434	h2tg000074l#1-27870021	3322	27870001	52.4593	5.67633e-06	hap2	hifiasm	27870021	27870021	75	56.0	NA19434.hsm-ps-sseq
NA19434	h2tg000075l#1-7481220	300	7481200	57.1906	1.90958e-06	hap2	hifiasm	7481220	7481220	11	58.0	NA19434.hsm-ps-sseq
NA19434	h2tg000076l#1-2062620	57	2062600	58.8075	1.31597e-06	hap2	hifiasm	2062620	2062620	111	43.0	NA19434.hsm-ps-sseq
NA19434	h2tg000077l#1-2608768	240	2608748	53.5842	4.38106e-06	hap2	hifiasm	2608768	2608768	18	52.0	NA19434.hsm-ps-sseq
NA19434	h2tg000078l#1-567427	0	567407	99.0	0.0	hap2	hifiasm	567427	567427	0	99.0	NA19434.hsm-ps-sseq
NA19434	h2tg000079l#1-11229184	85	11229164	64.4315	3.60457e-07	hap2	hifiasm	11229184	11229184	22	57.0	NA19434.hsm-ps-sseq
NA19434	h2tg000080l#1-4950391	2893	4950371	45.5539	2.78363e-05	hap2	hifiasm	4950391	4950391	45	50.0	NA19434.hsm-ps-sseq
NA19434	h2tg000081l#1-12752711	2567	12752691	50.1835	9.5862e-06	hap2	hifiasm	12752711	12752711	42	55.0	NA19434.hsm-ps-sseq
NA19434	h2tg000082l#1-548886	32	548866	55.5652	2.77636e-06	hap2	hifiasm	548886	548886	1	57.0	NA19434.hsm-ps-sseq
NA19434	h2tg000083l#1-9444081	432	9444061	56.6188	2.17829e-06	hap2	hifiasm	9444081	9444081	6	62.0	NA19434.hsm-ps-sseq
NA19434	h2tg000084l#1-8651452	9882	8651432	42.6423	5.44219e-05	hap2	hifiasm	8651452	8651452	557	42.0	NA19434.hsm-ps-sseq
NA19434	h2tg000085l#1-2906671	380	2906651	52.058	6.22585e-06	hap2	hifiasm	2906671	2906671	94	45.0	NA19434.hsm-ps-sseq
