# AUTOGEN TABLE - DO NOT EDIT
# notebooks/tables/asm-stats-summary-table.ipynb|20241126T1122
# Verkko v1.4.1 HGSVC3 phased assemblies
# 65 samples
sequence			asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants
HG03520	52	1	1.0	107538364.0	116421981.0	3011266533.0	118.0	1.0	107538364.0	116493561.0	3009415673.0	51.0	1.0	107538364.0	116540029.0	3008213066.0	45.0	1.0	107538364.0	116582706.0	3007106608.0	43.0	1.0	107538364.0	117494386.0	2982676582.0	36.0	0.8	132643426.0	132407695.0	2506899685.0	22.0	0.5	142248423.0	159555933.0	1645041250.0	11.0	1.0	132474249.0	121161075.0	3014683336.0	97.0	1.0	132474249.0	121209917.0	3013468233.0	51.0	1.0	132474249.0	121262984.0	3012146529.0	44.0	1.0	132474249.0	121347139.0	3010044599.0	41.0	1.0	132474249.0	122598115.0	2978077424.0	33.0	0.9	134774023.0	131632555.0	2706694174.0	23.0	0.6	147292075.0	154861717.0	1801390207.0	12.0	0.0	399140.0	578431.0	0.532	32041516.0	206.0	0.0	399140.0	578497.0	32037815.0	205.0	0.0	400678.0	590960.0	31342387.0	163.0	0.0	420335.0	624958.0	29548038.0	101.0	0.0	446069.0	653445.0	28091584.0	81.0	0.0	2356989.0	1767223.0	4673214.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	26431.0	32788.0	10975306.0	423.0	0.0	26431.0	32839.0	10953010.0	420.0	0.0	30716.0	38098.0	8233009.0	257.0	0.0	65656.0	72613.0	1514478.0	22.0	0.0	104885.0	103312.0	206575.0	2.0	0.0	18724.0	20787.0	0.01	573363.0	30.0	0.0	18724.0	20922.0	568566.0	29.0	0.0	26837.0	26652.0	235186.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	17568.0	17706.0	723301.0	44.0	0.0	17571.0	18225.0	687161.0	39.0	0.0	21791.0	22175.0	221271.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HG02282	53	1	1.0	107590042.0	118522403.0	3037758882.0	98.0	1.0	107590042.0	118576749.0	3036366103.0	55.0	1.0	107590042.0	118669029.0	3033998839.0	45.0	1.0	123049660.0	118773737.0	3031307835.0	41.0	1.0	123049660.0	119596854.0	3009926835.0	33.0	0.9	130401027.0	130482203.0	2660983369.0	23.0	0.7	134169555.0	143146337.0	2138888606.0	16.0	1.0	125692346.0	124117385.0	3041776480.0	121.0	1.0	125692346.0	124188438.0	3040035436.0	72.0	1.0	125692346.0	124443390.0	3033792891.0	44.0	1.0	125692346.0	124492706.0	3032585239.0	42.0	1.0	125692346.0	125352014.0	3010946449.0	35.0	0.9	134120582.0	135879362.0	2697261353.0	25.0	0.6	161201593.0	171359044.0	1750820638.0	11.0	0.0	369699.0	444537.0	0.573	34815726.0	183.0	0.0	369699.0	444653.0	34806394.0	182.0	0.0	375484.0	449195.0	34440618.0	160.0	0.0	376593.0	466312.0	33080194.0	116.0	0.0	391144.0	489914.0	31194246.0	90.0	0.0	1241304.0	1207985.0	3612713.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	32325.0	96488.0	8347000.0	253.0	0.0	32354.0	96645.0	8332286.0	251.0	0.0	37431.0	110468.0	7094652.0	179.0	0.0	100525.0	241462.0	2692910.0	25.0	0.0	438183.0	407437.0	1393445.0	4.0	0.0	20870.0	23357.0	0.012	756467.0	35.0	0.0	20870.0	23357.0	756467.0	35.0	0.0	27792.0	27363.0	441630.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	18661.0	26417.0	916294.0	49.0	0.0	18857.0	27312.0	874477.0	43.0	0.0	26353.0	42131.0	365683.0	12.0	0.0	91551.0	91551.0	91551.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HG02554	54	1	1.0	134946215.0	122323054.0	3056810028.0	106.0	1.0	134946215.0	122397435.0	3054951605.0	57.0	1.0	134946215.0	122503014.0	3052311484.0	47.0	1.0	134946215.0	122581066.0	3050357134.0	44.0	1.0	134946215.0	123688172.0	3022396893.0	33.0	0.9	135219802.0	131020799.0	2810579898.0	24.0	0.7	150762382.0	150279910.0	2030123271.0	14.0	1.0	107135070.0	108165689.0	2937525282.0	152.0	1.0	107135070.0	108241738.0	2935460415.0	97.0	1.0	107135070.0	108537495.0	2927441961.0	63.0	1.0	107135070.0	108978675.0	2915506226.0	47.0	1.0	107135070.0	110237371.0	2881412329.0	32.0	0.9	111101839.0	116218643.0	2675097999.0	25.0	0.6	132128798.0	133034852.0	1813593855.0	14.0	0.0	293360.0	403002.0	0.397	23795323.0	175.0	0.0	295682.0	403450.0	23768313.0	172.0	0.0	295682.0	412723.0	23212386.0	137.0	0.0	348760.0	437795.0	21768300.0	93.0	0.0	382733.0	465738.0	20218422.0	71.0	0.0	1440428.0	1440428.0	1440428.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	35888.0	77595.0	27229641.0	785.0	0.0	36070.0	77887.0	27114127.0	772.0	0.0	40599.0	87732.0	23355033.0	543.0	0.0	122509.0	162713.0	10057625.0	90.0	0.0	189085.0	214563.0	6443954.0	36.0	0.0	20177.0	21087.0	0.017	1041236.0	56.0	0.0	20259.0	21506.0	1007384.0	52.0	0.0	22625.0	26360.0	547342.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	19873.0	18015.0	35529.0	2.0	0.0	19873.0	18015.0	35529.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HG02953	55	1	1.0	134282667.0	127751044.0	2926413784.0	119.0	1.0	134282667.0	127822952.0	2924766822.0	72.0	1.0	134282667.0	127992974.0	2920874838.0	50.0	1.0	134282667.0	128162514.0	2916986637.0	45.0	1.0	134282667.0	129814512.0	2878917081.0	29.0	0.9	134565683.0	140094729.0	2584342491.0	21.0	0.6	141247048.0	159220925.0	1942795428.0	13.0	1.0	109062915.0	112711227.0	3035538689.0	55.0	1.0	109062915.0	112722656.0	3035230823.0	43.0	1.0	109062915.0	112754735.0	3034365283.0	39.0	1.0	109062915.0	112811673.0	3032823116.0	37.0	1.0	111312491.0	113721467.0	3007570150.0	31.0	0.9	111312491.0	118214278.0	2842580590.0	26.0	0.6	127927702.0	133821918.0	1936318680.0	15.0	0.0	381456.0	792021.0	0.612	36485150.0	181.0	0.0	381456.0	792228.0	36475515.0	180.0	0.0	381456.0	801736.0	36034025.0	152.0	0.0	383986.0	822777.0	35073176.0	122.0	0.0	420903.0	854998.0	33623776.0	102.0	0.0	1841688.0	2249312.0	8878846.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	71437.0	138129.0	33209653.0	685.0	0.0	71437.0	138351.0	33153112.0	678.0	0.0	94715.0	149277.0	30425137.0	509.0	0.0	192186.0	219362.0	19046072.0	130.0	0.0	243243.0	260775.0	14895444.0	69.0	0.0	19993.0	21410.0	0.016	926508.0	48.0	0.0	20729.0	21789.0	897795.0	45.0	0.0	27403.0	27162.0	449515.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	15830.0	17794.0	124848.0	8.0	0.0	15859.0	18405.0	118548.0	7.0	0.0	28217.0	28217.0	28217.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA21487	56	1	1.0	115066146.0	119602324.0	3032470844.0	134.0	1.0	115066146.0	119687966.0	3030299856.0	86.0	1.0	115066146.0	120031503.0	3021607869.0	47.0	1.0	115066146.0	120203778.0	3017254118.0	40.0	1.0	115066146.0	121057350.0	2995099700.0	33.0	0.9	133026586.0	128830145.0	2739411722.0	25.0	0.6	136854325.0	153861487.0	1861800453.0	13.0	1.0	133421945.0	126038975.0	3029506565.0	65.0	1.0	133421945.0	126061076.0	3028975152.0	55.0	1.0	133421945.0	126205144.0	3025510015.0	41.0	1.0	133421945.0	126354744.0	3021906890.0	36.0	1.0	133421945.0	126758353.0	3012085742.0	32.0	0.9	134579128.0	136286418.0	2718353343.0	23.0	0.6	147864111.0	158774792.0	1935053932.0	13.0	0.0	410611.0	520582.0	0.811	49188820.0	247.0	0.0	410611.0	520634.0	49183886.0	246.0	0.0	411704.0	527700.0	48505432.0	201.0	0.0	416169.0	546676.0	46715112.0	142.0	0.0	430010.0	561484.0	45295504.0	122.0	0.0	1308664.0	1299031.0	6385223.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	51794.0	127380.0	26160967.0	625.0	0.0	51794.0	127669.0	26097672.0	617.0	0.0	102690.0	143283.0	22888421.0	416.0	0.0	216332.0	225398.0	13244630.0	80.0	0.0	241500.0	248371.0	11519840.0	55.0	0.0	23480.0	25262.0	0.07	4224466.0	183.0	0.0	23480.0	25262.0	4224466.0	183.0	0.0	26244.0	28274.0	3079706.0	115.0	0.0	54127.0	52299.0	104460.0	2.0	0.0	23601.0	21071.0	141446.0	7.0	0.0	23601.0	21071.0	141446.0	7.0	0.0	23792.0	23502.0	93466.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA18989	57	1	1.0	135576480.0	138592872.0	2935634837.0	128.0	1.0	135576480.0	138739038.0	2932540919.0	54.0	1.0	135576480.0	138907334.0	2928981972.0	36.0	1.0	135576480.0	138959526.0	2927877464.0	34.0	1.0	135576480.0	139934390.0	2906947526.0	27.0	0.9	137277126.0	147775558.0	2701489047.0	21.0	0.7	161155779.0	167815713.0	2077530503.0	13.0	1.0	137631789.0	139290117.0	3004316511.0	82.0	1.0	137631789.0	139352829.0	3002964024.0	41.0	1.0	137631789.0	139456062.0	3000736491.0	32.0	1.0	137631789.0	139508269.0	2999608932.0	30.0	1.0	137631789.0	139854889.0	2992058547.0	26.0	0.9	137631789.0	145053647.0	2845892137.0	22.0	0.8	144895027.0	160304297.0	2283489598.0	15.0	0.0	455245.0	1013773.0	0.99	58820332.0	291.0	0.0	455245.0	1014092.0	58801697.0	289.0	0.0	459159.0	1024426.0	58199225.0	250.0	0.0	472889.0	1061431.0	56103104.0	184.0	0.0	485996.0	1128772.0	52515894.0	134.0	0.0	3908195.0	3322486.0	12899039.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	30151.0	84803.0	22167085.0	733.0	0.0	30165.0	85058.0	22094944.0	722.0	0.0	36259.0	102338.0	17640398.0	448.0	0.0	250141.0	246139.0	5873675.0	36.0	0.0	288498.0	285997.0	4825606.0	19.0	0.0	23447.0	27711.0	0.021	1228533.0	58.0	0.0	24532.0	28417.0	1187393.0	52.0	0.0	29537.0	34429.0	813403.0	27.0	0.0	58611.0	59320.0	177869.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA19331	58	1	1.0	103278421.0	113000642.0	2908240401.0	121.0	1.0	103278421.0	113074198.0	2906347681.0	73.0	1.0	103278421.0	113177580.0	2903686999.0	60.0	1.0	103278421.0	113503319.0	2895300548.0	48.0	0.9	103278421.0	115249392.0	2849528661.0	35.0	0.8	133645442.0	126554610.0	2497787509.0	23.0	0.5	152736783.0	157741228.0	1520124284.0	10.0	1.0	133868608.0	128683959.0	3019197717.0	71.0	1.0	133868608.0	128716138.0	3018442691.0	47.0	1.0	133868608.0	128763377.0	3017332902.0	43.0	1.0	134861298.0	128867191.0	3014890294.0	39.0	1.0	134861298.0	130278762.0	2980977438.0	30.0	0.9	134861298.0	136912077.0	2781133398.0	24.0	0.7	145564639.0	162009923.0	1995511526.0	13.0	0.0	331802.0	418897.0	1.739	103056217.0	486.0	0.0	331802.0	418953.0	103042255.0	484.0	0.0	331802.0	420931.0	102538280.0	453.0	0.0	336382.0	429859.0	100215181.0	384.0	0.0	342223.0	449904.0	94846797.0	311.0	0.0	1105953.0	1157965.0	10205050.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	32742.0	94394.0	15412032.0	484.0	0.0	33050.0	94806.0	15338504.0	475.0	0.0	42785.0	114938.0	12194817.0	283.0	0.0	187156.0	224106.0	5299955.0	46.0	0.0	398550.0	353642.0	2906224.0	9.0	0.0	23673.0	28702.0	0.021	1272391.0	56.0	0.0	23928.0	28993.0	1253426.0	54.0	0.0	27425.0	34571.0	882387.0	30.0	0.0	85509.0	85509.0	85509.0	1.0	0.0	21990.0	24323.0	393131.0	18.0	0.0	21990.0	24323.0	393131.0	18.0	0.0	27232.0	28915.0	245890.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HG02666	59	1	1.0	139545746.0	147897335.0	3031840317.0	65.0	1.0	139545746.0	147941090.0	3030943266.0	41.0	1.0	139545746.0	148042877.0	3028856490.0	29.0	1.0	139545746.0	148042877.0	3028856490.0	29.0	1.0	139545746.0	149066841.0	3007291888.0	24.0	1.0	147726932.0	152146245.0	2923159688.0	22.0	0.8	161197806.0	171903189.0	2255263829.0	14.0	1.0	137190139.0	143262722.0	2928769638.0	38.0	1.0	137190139.0	143278498.0	2928447027.0	32.0	1.0	137190139.0	143309087.0	2927820540.0	30.0	1.0	137190139.0	143309087.0	2927820540.0	30.0	1.0	137190139.0	144373083.0	2905579944.0	24.0	0.9	138887638.0	147403625.0	2822238202.0	22.0	0.8	145775408.0	163074852.0	2324438869.0	15.0	0.0	592444.0	1737576.0	0.34	20237337.0	69.0	0.0	592444.0	1737576.0	20237337.0	69.0	0.0	592444.0	1753008.0	20057493.0	58.0	0.0	600325.0	1794436.0	19586298.0	42.0	0.0	600325.0	1864571.0	18816186.0	32.0	0.0	4111848.0	3882544.0	7734094.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	33801.0	105070.0	22383452.0	652.0	0.0	33820.0	105385.0	22310890.0	643.0	0.0	48672.0	123415.0	18559319.0	405.0	0.0	215238.0	220798.0	9143592.0	61.0	0.0	258153.0	256215.0	7447554.0	34.0	0.0	22008.0	28603.0	0.007	441718.0	21.0	0.0	22008.0	29424.0	424150.0	19.0	0.0	44339.0	41407.0	226965.0	6.0	0.0	54066.0	54066.0	54066.0	1.0	0.0	14727.0	15498.0	163347.0	11.0	0.0	14727.0	15498.0	163347.0	11.0	0.0	22913.0	22913.0	22913.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA19317	60	1	1.0	146928310.0	148491751.0	2933296417.0	55.0	1.0	146928310.0	148511832.0	2932899671.0	41.0	1.0	146928310.0	148614869.0	2930861963.0	33.0	1.0	146928310.0	148614869.0	2930861963.0	33.0	1.0	146928310.0	150151478.0	2899868657.0	25.0	0.9	160518332.0	157925882.0	2708915980.0	20.0	0.7	172551625.0	177494515.0	2166613023.0	13.0	1.0	147849691.0	146163874.0	3023130581.0	33.0	1.0	147849691.0	146168128.0	3023042573.0	30.0	1.0	147849691.0	146184619.0	3022700745.0	29.0	1.0	147849691.0	146184619.0	3022700745.0	29.0	1.0	147849691.0	146885876.0	3007879612.0	25.0	1.0	154814817.0	151247504.0	2889866673.0	22.0	0.8	171405035.0	170452925.0	2287180842.0	14.0	0.0	540224.0	525229.0	0.329	19567322.0	78.0	0.0	540224.0	525229.0	19567322.0	78.0	0.0	547269.0	528890.0	19427623.0	69.0	0.0	547269.0	534729.0	19204910.0	60.0	0.0	547269.0	553695.0	18438296.0	50.0	0.0	1116861.0	1090847.0	2180389.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	32143.0	79723.0	35558670.0	1093.0	0.0	32143.0	79738.0	35551297.0	1092.0	0.0	34656.0	90283.0	30457498.0	781.0	0.0	194370.0	222886.0	9439945.0	61.0	0.0	248247.0	253105.0	7908093.0	37.0	0.0	26852.0	41665.0	0.004	226528.0	8.0	0.0	26852.0	41665.0	226528.0	8.0	0.0	28383.0	48317.0	180000.0	5.0	0.0	77910.0	77910.0	77910.0	1.0	0.0	12213.0	12213.0	12213.0	1.0	0.0	12213.0	12213.0	12213.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA19347	61	1	1.0	134978426.0	128239415.0	2922220304.0	65.0	1.0	134978426.0	128271866.0	2921480702.0	48.0	1.0	134978426.0	128339349.0	2919941322.0	41.0	1.0	134978426.0	128339349.0	2919941322.0	41.0	1.0	134978426.0	130317901.0	2873954364.0	28.0	0.9	134978426.0	136576940.0	2698262350.0	22.0	0.6	147993381.0	159518171.0	1867732220.0	12.0	1.0	155109183.0	153264331.0	3028854550.0	45.0	1.0	155109183.0	153294105.0	3028265974.0	36.0	1.0	155109183.0	153353476.0	3027091385.0	31.0	1.0	155109183.0	153353476.0	3027091385.0	31.0	1.0	155109183.0	154437057.0	3005291415.0	25.0	0.9	155109183.0	161282668.0	2838894953.0	20.0	0.8	172144098.0	177609875.0	2348951640.0	14.0	0.0	522128.0	556529.0	0.459	27289802.0	115.0	0.0	522128.0	556690.0	27281808.0	114.0	0.0	522128.0	559183.0	27156636.0	106.0	0.0	535202.0	577871.0	26218346.0	79.0	0.0	571070.0	597341.0	25245893.0	65.0	0.0	1317802.0	1315484.0	3946034.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	101585.0	141649.0	43609538.0	823.0	0.0	101585.0	141883.0	43532776.0	814.0	0.0	126662.0	150238.0	40814338.0	645.0	0.0	196909.0	212761.0	26728257.0	173.0	0.0	228031.0	242789.0	22064638.0	104.0	0.0	27759.0	30760.0	0.012	684611.0	28.0	0.0	27759.0	31166.0	673623.0	26.0	0.0	36632.0	35690.0	517876.0	16.0	0.0	54153.0	54153.0	54153.0	1.0	0.0	13562.0	13562.0	13562.0	1.0	0.0	13562.0	13562.0	13562.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HG03248	62	1	1.0	131684344.0	114299520.0	2940428896.0	113.0	1.0	131684344.0	114358072.0	2938922676.0	78.0	1.0	131684344.0	114524219.0	2934648239.0	61.0	1.0	131684344.0	114737630.0	2929155637.0	53.0	1.0	131684344.0	117088355.0	2868394540.0	31.0	0.8	133198302.0	127366133.0	2529183567.0	22.0	0.6	134476200.0	145085518.0	1827000128.0	13.0	1.0	135822003.0	123871763.0	3018951981.0	61.0	1.0	135822003.0	123884771.0	3018634889.0	51.0	1.0	135822003.0	124017123.0	3015405190.0	37.0	1.0	135822003.0	124056641.0	3014437095.0	36.0	1.0	135822003.0	124989429.0	2991028813.0	30.0	0.9	137536397.0	130551725.0	2814285449.0	24.0	0.7	142152995.0	149619189.0	2037956380.0	14.0	0.0	519897.0	1073107.0	0.417	24851059.0	126.0	0.0	519897.0	1073532.0	24841136.0	125.0	0.0	519897.0	1088143.0	24502626.0	103.0	0.0	568137.0	1131910.0	23525992.0	72.0	0.0	590667.0	1207472.0	21954078.0	51.0	0.0	3957720.0	2902040.0	6903662.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	35265.0	120568.0	13256460.0	381.0	0.0	35423.0	121188.0	13184032.0	371.0	0.0	44863.0	141935.0	11007321.0	234.0	0.0	284461.0	271891.0	5067813.0	31.0	0.0	310270.0	324437.0	4036162.0	15.0	0.0	23445.0	31657.0	0.011	631951.0	28.0	0.0	23874.0	32314.0	614126.0	26.0	0.0	27083.0	38105.0	465899.0	15.0	0.0	67247.0	65339.0	130559.0	2.0	0.0	17629.0	20670.0	192384.0	11.0	0.0	17629.0	21248.0	183044.0	10.0	0.0	30451.0	29110.0	84153.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HG04036	63	1	1.0	134053046.0	137436230.0	2998066761.0	76.0	1.0	134053046.0	137466695.0	2997402141.0	57.0	1.0	134053046.0	137610083.0	2994273812.0	40.0	1.0	134053046.0	137727692.0	2991704323.0	36.0	1.0	134053046.0	138444760.0	2975898873.0	29.0	0.9	136329182.0	147339537.0	2729567240.0	22.0	0.7	145858280.0	170364714.0	2051218896.0	13.0	1.0	145955119.0	146996150.0	2991787612.0	53.0	1.0	145955119.0	147012030.0	2991464349.0	44.0	1.0	145955119.0	147081179.0	2990054396.0	39.0	1.0	145955119.0	147142355.0	2988805878.0	37.0	1.0	145955119.0	148496673.0	2960837062.0	27.0	0.9	161150952.0	158103114.0	2721455232.0	20.0	0.7	182846085.0	181432823.0	2071510434.0	12.0	0.0	756097.0	3968486.0	1.447	86686385.0	322.0	0.0	756097.0	3969917.0	86655057.0	318.0	0.0	758236.0	4008823.0	85810686.0	264.0	0.0	849692.0	4151241.0	82843476.0	166.0	0.0	867645.0	4257188.0	80747358.0	135.0	0.0	12022643.0	8161128.0	39952877.0	10.0	0.0	12036658.0	12029655.0	24059301.0	2.0	0.0	34243.0	86684.0	12158840.0	361.0	0.0	34243.0	86861.0	12131141.0	358.0	0.0	41463.0	100939.0	10103082.0	234.0	0.0	170660.0	201055.0	4131878.0	32.0	0.0	241332.0	253624.0	2963643.0	14.0	0.0	23729.0	24929.0	0.096	5771080.0	253.0	0.0	23729.0	24951.0	5763907.0	252.0	0.0	26269.0	28271.0	4038219.0	150.0	0.0	61630.0	61630.0	61630.0	1.0	0.0	23089.0	23089.0	23089.0	1.0	0.0	23089.0	23089.0	23089.0	1.0	0.0	23089.0	23089.0	23089.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HG01457	64	1	1.0	137866935.0	141541508.0	3014941859.0	47.0	1.0	137866935.0	141553925.0	3014677270.0	42.0	1.0	137866935.0	141628231.0	3013092662.0	35.0	1.0	137866935.0	141674227.0	3012107588.0	34.0	1.0	137866935.0	142736250.0	2988858078.0	28.0	0.9	137866935.0	150656650.0	2777944928.0	22.0	0.6	174762533.0	182401762.0	1880545420.0	11.0	1.0	133362811.0	131251813.0	2915968594.0	53.0	1.0	133362811.0	131283265.0	2915269663.0	39.0	1.0	133362811.0	131314560.0	2914573958.0	35.0	1.0	133362811.0	131314560.0	2914573958.0	35.0	1.0	133362811.0	132354450.0	2890751345.0	29.0	0.9	135873272.0	140534198.0	2661260248.0	22.0	0.6	161216255.0	165734734.0	1870183354.0	12.0	0.0	780315.0	1158341.0	0.494	29327930.0	108.0	0.0	780315.0	1158594.0	29321484.0	107.0	0.0	780315.0	1169425.0	29046257.0	89.0	0.0	780315.0	1187131.0	28599818.0	75.0	0.0	981622.0	1238282.0	27346521.0	57.0	0.0	1221587.0	2152121.0	13073571.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	28361.0	46469.0	13428567.0	495.0	0.0	28411.0	46666.0	13360706.0	486.0	0.0	35040.0	56372.0	10137807.0	281.0	0.0	75184.0	112130.0	3217638.0	39.0	0.0	204208.0	183509.0	1299185.0	8.0	0.0	19929.0	20832.0	0.008	485129.0	26.0	0.0	19929.0	20832.0	485129.0	26.0	0.0	25090.0	26862.0	235536.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	14295.0	17677.0	81611.0	5.0	0.0	14295.0	17677.0	81611.0	5.0	0.0	25570.0	25570.0	25570.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
